YEAR,SERIAL,PERNUM,PERWT,SPLOC,SEX,AGE,MARST,RACE,HISPAN,BPL,BPLD,NATIVITY,RACE_SP,HISPAN_SP,BPL_SP,BPLD_SP,NATIVITY_SP,REGION,REGION_SP,COUNTRY,COUNTRY_SP,SPOUSE_CATEGORY,MARRIAGE_TYPE
2023,5388750,1,7.0,2,1,62,1.0,2,0,260,26020,,2.0,0.0,260.0,26020.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
1990,3783479,2,31.0,1,2,30,1.0,6,0,521,52100,,6.0,0.0,521.0,52140.0,,India,India,India,India,India,Same Country
2010,2632721,2,12.0,1,2,33,1.0,1,4,210,21030,,1.0,4.0,210.0,21030.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2020,4382143,2,14.0,1,2,43,1.0,1,0,544,54400,,1.0,0.0,544.0,54400.0,,Middle East,Middle East,Egypt,Egypt,Egypt,Same Country
2000,3015034,2,13.0,1,2,47,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,4057150,2,13.0,1,2,52,1.0,6,0,502,50200,,1.0,0.0,36.0,3600.0,,Korea,United States,Korea,United States,US-Born,Married US-born
2000,1791498,1,18.0,2,2,38,1.0,6,0,521,52150,,2.0,0.0,17.0,1700.0,,India,United States,India,United States,US-Born,Married US-born
2023,2923436,2,16.0,1,2,62,1.0,8,4,210,21030,,8.0,4.0,210.0,21030.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
1910,7438101,1,100.0,2,1,62,1.0,1,0,453,45300,5.0,1.0,0.0,26.0,2600.0,1.0,Poland,United States,Poland,United States,US-Born,Married US-born
2000,3715221,2,23.0,1,1,36,1.0,2,0,600,60031,,2.0,0.0,4.0,400.0,,Africa,United States,Africa (ns),United States,US-Born,Married US-born
2023,6567353,1,19.0,2,1,64,1.0,1,2,110,11000,,1.0,0.0,51.0,5100.0,,US Territory,United States,Puerto Rico,United States,US-Born,Married US-born
2020,4220639,2,24.0,1,1,59,1.0,7,4,260,26010,,7.0,4.0,260.0,26010.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
2010,5429717,1,32.0,2,1,24,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,954624,2,23.0,1,2,33,1.0,1,0,465,46500,,1.0,0.0,465.0,46500.0,,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
2020,1032188,1,12.0,2,2,56,1.0,8,0,522,52200,,8.0,0.0,522.0,52200.0,,South Asia,South Asia,Pakistan,Pakistan,Pakistan,Same Country
2000,2326813,2,8.0,1,2,55,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,5595911,1,40.0,2,2,43,1.0,2,0,600,60044,,2.0,0.0,600.0,60044.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
1900,206266,2,20.47,1,2,23,1.0,1,0,453,45300,5.0,1.0,0.0,453.0,45300.0,5.0,Poland,Poland,Poland,Poland,Poland,Same Country
1990,3791674,1,47.0,2,1,39,1.0,1,0,600,60012,,1.0,0.0,534.0,53400.0,,Africa,Middle East,Africa (ns),Syria,Syria,Different Region
1980,1995590,1,20.0,2,1,64,1.0,1,0,465,46530,,1.0,0.0,465.0,46530.0,,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
2000,1470261,1,21.0,2,1,35,1.0,1,0,414,41410,,1.0,0.0,42.0,4200.0,,United Kingdom,United States,Code 414,United States,US-Born,Married US-born
2010,6222889,1,20.0,2,1,70,1.0,7,2,110,11000,,2.0,0.0,260.0,26060.0,,US Territory,Central America/Caribbean,Puerto Rico,West Indies (ns),West Indies (ns),Different Region
1980,4559891,1,20.0,2,1,56,1.0,1,0,453,45310,,1.0,0.0,453.0,45310.0,,Poland,Poland,Poland,Poland,Poland,Same Country
2010,829563,2,21.0,1,2,43,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,3987506,2,30.0,1,2,58,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,2856547,1,24.0,2,1,39,1.0,1,0,522,52200,,1.0,0.0,522.0,52200.0,,South Asia,South Asia,Pakistan,Pakistan,Pakistan,Same Country
2020,3722112,1,9.0,2,1,44,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,5088653,1,12.0,2,1,35,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,851530,2,7.0,1,1,37,1.0,8,1,200,20000,,8.0,1.0,6.0,600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2023,2753731,1,13.0,2,2,31,1.0,8,3,250,25000,,8.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
2023,4811027,2,38.0,1,1,34,1.0,2,0,600,60034,,2.0,0.0,600.0,60034.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
1910,12391602,1,100.0,2,1,40,1.0,1,0,454,45400,5.0,1.0,0.0,454.0,45400.0,5.0,Central Europe,Central Europe,Bulgaria,Bulgaria,Bulgaria,Same Country
1980,4105835,1,20.0,2,1,76,1.0,1,0,452,45200,,1.0,0.0,48.0,4800.0,,Central Europe,United States,Czechoslovakia,United States,US-Born,Married US-born
2015,5412594,6,15.0,5,1,57,1.0,1,0,436,43610,,1.0,0.0,436.0,43610.0,,Western Europe,Western Europe,Netherlands,Netherlands,Netherlands,Same Country
2023,3409389,2,48.0,1,2,72,1.0,1,0,425,42500,,1.0,0.0,26.0,2600.0,,Austria,United States,Austria,United States,US-Born,Married US-born
1930,916389,1,19.96,2,1,32,1.0,1,0,434,43400,5.0,1.0,0.0,434.0,43400.0,5.0,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
1980,1444644,2,20.0,1,2,25,1.0,1,0,455,45500,,1.0,0.0,453.0,45310.0,,Central Europe,Poland,Romania,Poland,Poland,Different Region
1980,2203217,1,20.0,2,1,73,1.0,1,0,454,45400,,1.0,0.0,454.0,45400.0,,Central Europe,Central Europe,Bulgaria,Bulgaria,Bulgaria,Same Country
1990,705671,2,21.0,1,2,62,1.0,7,4,210,21010,,7.0,4.0,210.0,21010.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2023,3751584,2,26.0,1,1,76,1.0,1,0,456,45600,,1.0,0.0,30.0,3000.0,,Central Europe,United States,Albania,United States,US-Born,Married US-born
2015,1489032,2,13.0,1,2,57,1.0,1,0,300,30015,,1.0,0.0,300.0,30015.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2023,692348,2,15.0,1,2,60,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,6265665,2,5.0,1,2,45,1.0,8,1,200,20000,,8.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,1287552,1,11.0,2,1,71,1.0,2,0,600,60031,,2.0,0.0,600.0,60031.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
1990,321965,2,20.0,1,1,57,1.0,1,0,500,50000,,1.0,0.0,465.0,46500.0,,China,Spain/Portugal,China,Spain,Spain,Different Region
2023,6488144,2,18.0,1,2,71,1.0,6,0,515,51500,,1.0,0.0,26.0,2600.0,,Philippines,United States,Philippines,United States,US-Born,Married US-born
2023,2212562,1,19.0,2,1,51,1.0,1,0,453,45300,,1.0,0.0,17.0,1700.0,,Poland,United States,Poland,United States,US-Born,Married US-born
2015,4496847,1,35.0,2,1,84,1.0,1,4,300,30030,,1.0,4.0,300.0,30030.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
1980,451760,1,20.0,2,2,35,1.0,1,0,150,15000,,2.0,0.0,6.0,600.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2023,559088,1,6.0,2,1,71,1.0,6,0,500,50000,,6.0,0.0,518.0,51800.0,,China,Southeast Asia,China,Thailand,Thailand,Different Region
2000,2764359,2,13.0,1,2,26,1.0,1,0,465,46540,,1.0,0.0,465.0,46540.0,,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
2015,1514863,2,22.0,1,2,37,1.0,1,0,300,30015,,1.0,0.0,300.0,30015.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2015,1331796,1,23.0,2,2,47,1.0,1,3,250,25000,,1.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
2023,5690176,3,25.0,7,2,32,1.0,8,1,200,20000,,8.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,387690,2,27.0,1,2,24,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,1520153,1,18.0,2,1,63,1.0,8,4,210,21040,,8.0,4.0,210.0,21050.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2000,560881,1,24.0,2,1,54,1.0,8,4,300,30025,,8.0,4.0,300.0,30025.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2010,813639,1,12.0,2,2,23,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1990,649034,2,21.0,1,2,39,1.0,5,0,501,50100,,5.0,0.0,501.0,50100.0,,Japan,Japan,Japan,Japan,Japan,Same Country
2020,3875716,1,14.0,2,2,40,1.0,1,4,300,30065,,1.0,3.0,250.0,25000.0,,South America,Central America/Caribbean,South America (ns),Cuba,Cuba,Different Region
2023,608308,2,10.0,1,1,59,1.0,8,1,210,21030,,1.0,0.0,6.0,600.0,,Central America/Caribbean,United States,Central America (ns),United States,US-Born,Married US-born
1930,1355955,1,19.49,2,1,29,1.0,1,0,453,45300,5.0,1.0,0.0,46.0,4600.0,1.0,Poland,United States,Poland,United States,US-Born,Married US-born
2020,2222414,1,32.0,2,2,63,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1990,4877357,1,5.0,2,1,50,1.0,1,1,200,20000,,1.0,1.0,17.0,1700.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2020,977877,2,126.0,1,1,69,1.0,7,1,200,20000,,2.0,0.0,6.0,600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2015,1835782,2,22.0,1,1,32,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,2617842,1,24.0,2,1,34,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
1980,1060748,9,20.0,10,1,59,1.0,2,0,260,26057,,2.0,0.0,260.0,26057.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
1980,2712113,1,20.0,2,1,83,1.0,1,4,438,43800,,1.0,4.0,438.0,43800.0,,France,France,France,France,France,Same Country
1970,122720,2,100.0,1,2,48,1.0,1,0,457,45700,5.0,1.0,0.0,457.0,45700.0,5.0,Central Europe,Central Europe,Yugoslavia,Yugoslavia,Yugoslavia,Same Country
1940,77709,1,100.0,2,1,46,1.0,1,0,410,41000,0.0,1.0,0.0,410.0,41000.0,0.0,Ireland,Ireland,Ireland,Ireland,Ireland,Same Country
2023,1780975,2,104.0,3,1,52,1.0,2,4,260,26020,,2.0,0.0,260.0,26020.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
2023,662407,1,55.0,2,1,53,1.0,1,0,522,52200,,8.0,1.0,200.0,20000.0,,South Asia,Mexico,Pakistan,Mexico,Mexico,Different Region
2010,233648,1,20.0,2,1,55,1.0,1,0,150,15000,,1.0,0.0,42.0,4200.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2020,3916468,1,31.0,2,1,56,1.0,7,4,210,21030,,7.0,4.0,210.0,21030.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
1900,544167,1,19.85,2,1,58,1.0,1,0,414,41400,5.0,1.0,0.0,414.0,41400.0,5.0,United Kingdom,United Kingdom,Code 414,Code 414,Code 414,Same Country
2023,1427384,2,9.0,1,2,65,1.0,7,4,210,21060,,7.0,4.0,210.0,21060.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2023,706000,1,10.0,2,2,54,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1990,5359511,1,24.0,2,1,39,1.0,1,0,455,45500,,1.0,0.0,455.0,45500.0,,Central Europe,Central Europe,Romania,Romania,Romania,Same Country
2000,3996002,1,13.0,2,1,37,1.0,6,0,513,51300,,6.0,0.0,511.0,51100.0,,Southeast Asia,China,Myanmar/Burma,Hong Kong,Hong Kong,Different Region
1980,3292608,1,20.0,2,2,25,1.0,1,0,453,45310,,1.0,0.0,39.0,3900.0,,Poland,United States,Poland,United States,US-Born,Married US-born
2015,1572980,2,15.0,1,2,34,1.0,1,3,250,25000,,1.0,0.0,6.0,600.0,,Central America/Caribbean,United States,Cuba,United States,US-Born,Married US-born
2015,3072911,1,60.0,2,1,48,1.0,6,0,511,51100,,6.0,0.0,511.0,51100.0,,China,China,Hong Kong,Hong Kong,Hong Kong,Same Country
1930,353627,1,20.14,2,1,43,1.0,1,0,434,43400,5.0,1.0,0.0,434.0,43400.0,5.0,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
2000,272596,1,15.0,2,1,34,1.0,2,0,260,26020,,2.0,0.0,260.0,26020.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
1980,3142640,1,20.0,2,1,28,1.0,1,4,300,30030,,1.0,4.0,300.0,30030.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2000,4191161,1,58.0,2,1,66,1.0,1,4,438,43800,,1.0,0.0,19.0,1900.0,,France,United States,France,United States,US-Born,Married US-born
1990,310917,2,20.0,1,2,66,1.0,1,0,454,45400,,1.0,0.0,454.0,45400.0,,Central Europe,Central Europe,Bulgaria,Bulgaria,Bulgaria,Same Country
1990,3806628,4,23.0,3,1,47,1.0,1,4,900,90010,,1.0,4.0,260.0,26010.0,,Born Abroad (US parents),Central America/Caribbean,Born abroad (US parents),West Indies (ns),West Indies (ns),Different Region
2020,6101852,1,15.0,2,2,40,1.0,6,0,502,50200,,6.0,0.0,518.0,51800.0,,Korea,Southeast Asia,Korea,Thailand,Thailand,Different Region
2023,6268820,2,8.0,1,2,50,1.0,8,1,200,20000,,1.0,0.0,48.0,4800.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2015,2078254,2,14.0,1,2,68,1.0,6,0,517,51700,,6.0,0.0,517.0,51700.0,,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Same Country
1990,5046799,2,17.0,1,2,47,1.0,6,0,515,51500,,1.0,0.0,25.0,2500.0,,Philippines,United States,Philippines,United States,US-Born,Married US-born
1930,1086656,1,20.5,2,1,35,1.0,1,0,455,45500,5.0,1.0,0.0,457.0,45700.0,5.0,Central Europe,Central Europe,Romania,Yugoslavia,Yugoslavia,Same Region
2000,2560840,8,21.0,10,2,28,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,521167,1,19.0,2,1,51,1.0,1,0,465,46530,,1.0,0.0,465.0,46500.0,,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
2010,1752637,1,16.0,2,1,64,1.0,1,0,150,15000,,1.0,0.0,453.0,45300.0,,Canada,Poland,Canada,Poland,Poland,Different Region
2010,4031048,2,11.0,1,2,81,1.0,1,0,421,42100,,1.0,0.0,36.0,3600.0,,Germany,United States,Germany,United States,US-Born,Married US-born
2020,1412243,2,9.0,1,2,59,1.0,1,4,300,30065,,1.0,3.0,250.0,25000.0,,South America,Central America/Caribbean,South America (ns),Cuba,Cuba,Different Region
2023,1627046,2,7.0,1,2,51,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2020,869530,2,28.0,1,2,65,1.0,7,4,210,21030,,7.0,4.0,210.0,21030.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
1980,2714920,2,20.0,1,2,41,1.0,1,0,434,43400,,1.0,0.0,434.0,43400.0,,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
2010,2691100,2,19.0,1,1,34,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2020,447599,1,38.0,2,1,61,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,5224982,2,15.0,1,2,24,1.0,1,0,465,46530,,1.0,0.0,599.0,59900.0,,Spain/Portugal,Asia (Other),Spain,Asia (ns),Asia (ns),Different Region
2023,726980,2,10.0,1,1,31,1.0,6,0,521,52100,,6.0,0.0,6.0,600.0,,India,United States,India,United States,US-Born,Married US-born
1980,198964,1,20.0,2,1,69,1.0,1,0,150,15000,,1.0,0.0,33.0,3300.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2015,291762,1,13.0,2,2,49,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2015,992443,1,14.0,2,1,45,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1990,1496203,2,17.0,1,2,64,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
2000,3314884,2,35.0,1,2,40,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,4390325,1,27.0,2,1,44,1.0,4,0,502,50200,,4.0,0.0,500.0,50040.0,,Korea,China,Korea,China,China,Different Region
2015,5142654,1,16.0,2,2,42,1.0,1,0,465,46540,,1.0,0.0,42.0,4200.0,,Spain/Portugal,United States,Spain,United States,US-Born,Married US-born
1900,359456,1,19.93,2,1,36,1.0,1,0,410,41000,5.0,1.0,0.0,150.0,15010.0,5.0,Ireland,Canada,Ireland,Canada,Canada,Different Region
2023,6564526,2,14.0,1,2,49,1.0,7,4,210,21030,,7.0,4.0,210.0,21030.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2000,1604621,2,25.0,1,2,33,1.0,5,0,501,50100,,2.0,0.0,24.0,2400.0,,Japan,United States,Japan,United States,US-Born,Married US-born
2000,963552,1,26.0,2,2,52,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
2015,647465,1,13.0,2,1,44,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,5736258,2,38.0,1,2,41,1.0,1,4,300,30005,,1.0,4.0,300.0,30005.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2020,6062467,1,26.0,2,1,43,1.0,7,4,210,21030,,7.0,4.0,210.0,21030.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2015,5177880,1,13.0,2,1,44,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
1900,512541,2,19.86,1,2,34,1.0,1,0,453,45300,5.0,1.0,0.0,453.0,45300.0,5.0,Poland,Poland,Poland,Poland,Poland,Same Country
2000,542613,1,16.0,2,1,39,1.0,8,0,300,30040,,8.0,0.0,300.0,30040.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2015,3157409,1,9.0,2,1,78,1.0,1,0,434,43400,,1.0,0.0,150.0,15000.0,,Scandinavia,Canada,Iceland,Canada,Canada,Different Region
2020,844970,1,24.0,2,1,40,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1980,375241,1,20.0,2,1,39,1.0,1,0,454,45400,,1.0,0.0,48.0,4800.0,,Central Europe,United States,Bulgaria,United States,US-Born,Married US-born
2015,3067221,2,12.0,1,2,39,1.0,5,0,501,50100,,5.0,0.0,501.0,50100.0,,Japan,Japan,Japan,Japan,Japan,Same Country
1990,3426100,1,13.0,2,1,42,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,709598,1,25.0,2,2,77,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
2015,1298193,2,28.0,1,2,20,1.0,1,0,465,46530,,8.0,0.0,36.0,3600.0,,Spain/Portugal,United States,Spain,United States,US-Born,Married US-born
2000,2936784,2,18.0,1,1,87,1.0,1,0,421,42100,,1.0,0.0,420.0,42000.0,,Germany,Germany,Germany,Germany,Germany,Same Region
1990,1195703,2,19.0,1,2,78,1.0,1,0,900,90010,,1.0,0.0,36.0,3600.0,,Born Abroad (US parents),United States,Born abroad (US parents),United States,US-Born,Married US-born
2010,456329,2,19.0,1,1,71,1.0,7,1,200,20000,,8.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,2199079,2,11.0,1,2,44,1.0,7,1,200,20000,,7.0,2.0,17.0,1700.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2023,6225285,2,36.0,1,2,35,1.0,8,1,200,20000,,8.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,2932502,4,13.0,3,1,31,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2010,2653578,1,21.0,2,2,35,1.0,1,0,400,40000,,1.0,0.0,48.0,4800.0,,United Kingdom,United States,England,United States,US-Born,Married US-born
2023,4243515,1,21.0,2,1,30,1.0,1,0,413,41300,,1.0,0.0,42.0,4200.0,,United Kingdom,United States,United Kingdom (ns),United States,US-Born,Married US-born
2010,1879555,1,27.0,2,1,46,1.0,6,0,600,60055,,6.0,0.0,521.0,52100.0,,Africa,India,Africa (ns),India,India,Different Region
2023,1520792,1,79.0,2,1,43,1.0,7,4,300,30065,,7.0,4.0,300.0,30065.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2010,3373538,1,52.0,2,1,30,1.0,1,3,250,25000,,1.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
2015,6122520,2,20.0,1,1,45,1.0,6,0,518,51800,,6.0,0.0,513.0,51300.0,,Southeast Asia,Southeast Asia,Thailand,Myanmar/Burma,Myanmar/Burma,Same Region
2015,1912166,1,25.0,2,1,48,1.0,7,4,210,21030,,7.0,4.0,210.0,21030.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2020,887755,2,14.0,1,2,36,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,2956484,1,17.0,2,2,74,1.0,1,0,434,43400,,1.0,0.0,434.0,43400.0,,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
2000,793638,1,12.0,2,1,70,1.0,1,2,110,11000,,1.0,0.0,47.0,4700.0,,US Territory,United States,Puerto Rico,United States,US-Born,Married US-born
2023,547445,1,4.0,2,1,70,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
1910,10973502,1,100.0,2,1,45,1.0,1,0,465,46500,5.0,1.0,0.0,465.0,46500.0,5.0,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
2020,1674180,1,119.0,2,1,40,1.0,8,4,300,30065,,1.0,0.0,17.0,1700.0,,South America,United States,South America (ns),United States,US-Born,Married US-born
1980,386744,2,20.0,1,2,52,1.0,1,0,453,45310,,1.0,0.0,36.0,3600.0,,Poland,United States,Poland,United States,US-Born,Married US-born
2000,950916,2,27.0,1,2,37,1.0,1,0,434,43400,,1.0,0.0,150.0,15000.0,,Scandinavia,Canada,Iceland,Canada,Canada,Different Region
2020,3836751,2,61.0,1,1,29,1.0,1,1,200,20000,,1.0,1.0,6.0,600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2000,230221,2,22.0,1,2,48,1.0,1,4,210,21050,,1.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Cuba,Cuba,Same Region
2010,5415889,2,15.0,1,2,39,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2023,5921047,2,12.0,1,2,54,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,2766801,2,24.0,1,2,56,1.0,1,0,465,46500,,1.0,0.0,465.0,46530.0,,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
2023,6840839,2,14.0,1,2,42,1.0,6,0,518,51800,,6.0,0.0,511.0,51100.0,,Southeast Asia,China,Thailand,Hong Kong,Hong Kong,Different Region
2023,6325902,2,26.0,1,2,51,1.0,8,1,200,20000,,8.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1990,3721183,2,39.0,1,2,32,1.0,7,2,110,11000,,7.0,2.0,36.0,3600.0,,US Territory,United States,Puerto Rico,United States,US-Born,Married US-born
2010,955461,1,24.0,2,1,46,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
