YEAR,ORIGIN,SPOUSE,WEIGHTED_COUNT,UNWEIGHTED_COUNT,TOTAL_BY_ORIGIN,PERCENTAGE
2010,Spain,Spain,406966.0,18932,505114.0,80.57
2010,Spain,Syria,1716.0,82,505114.0,0.34
2010,Spain,US-Born,64103.0,3187,505114.0,12.69
2010,Spain,United Kingdom (ns),602.0,31,505114.0,0.12
2010,Spain,West Indies (ns),475.0,22,505114.0,0.09
2010,Spain,Yugoslavia,760.0,38,505114.0,0.15
2010,Sri Lanka,India,821.0,41,19575.0,4.19
2010,Sri Lanka,Sri Lanka,16962.0,710,19575.0,86.65
2010,Sri Lanka,US-Born,1792.0,76,19575.0,9.15
2010,Sweden,Sweden,34242.0,1328,38205.0,89.63
2010,Sweden,US-Born,3330.0,150,38205.0,8.72
2010,Sweden,Yugoslavia,633.0,23,38205.0,1.66
2010,Switzerland,Canada,401.0,26,21002.0,1.91
2010,Switzerland,Germany,373.0,22,21002.0,1.78
2010,Switzerland,Poland,1101.0,61,21002.0,5.24
2010,Switzerland,South America (ns),417.0,25,21002.0,1.99
2010,Switzerland,Switzerland,5572.0,330,21002.0,26.53
2010,Switzerland,US-Born,13138.0,775,21002.0,62.56
2010,Syria,Africa (ns),1626.0,85,87800.0,1.85
2010,Syria,Albania,683.0,36,87800.0,0.78
2010,Syria,Asia (ns),555.0,30,87800.0,0.63
2010,Syria,Canada,806.0,46,87800.0,0.92
2010,Syria,Czechoslovakia,293.0,21,87800.0,0.33
2010,Syria,Germany,525.0,26,87800.0,0.6
2010,Syria,Iran,671.0,31,87800.0,0.76
2010,Syria,Ireland,400.0,24,87800.0,0.46
2010,Syria,Pakistan,720.0,31,87800.0,0.82
2010,Syria,Poland,943.0,49,87800.0,1.07
2010,Syria,Romania,783.0,40,87800.0,0.89
2010,Syria,Saudi Arabia,439.0,24,87800.0,0.5
2010,Syria,South America (ns),1697.0,75,87800.0,1.93
2010,Syria,Spain,1722.0,82,87800.0,1.96
2010,Syria,Syria,40089.0,1744,87800.0,45.66
2010,Syria,Turkey,1489.0,73,87800.0,1.7
2010,Syria,US-Born,34359.0,1735,87800.0,39.13
2010,Taiwan,China,2272.0,126,6712.0,33.85
2010,Taiwan,Taiwan,2918.0,112,6712.0,43.47
2010,Taiwan,US-Born,1522.0,74,6712.0,22.68
2010,Thailand,Africa (ns),549.0,28,678145.0,0.08
2010,Thailand,Cambodia,822.0,40,678145.0,0.12
2010,Thailand,Canada,650.0,27,678145.0,0.1
2010,Thailand,Central America (ns),687.0,32,678145.0,0.1
2010,Thailand,China,17698.0,946,678145.0,2.61
2010,Thailand,Hong Kong,4711.0,236,678145.0,0.69
2010,Thailand,India,1960.0,99,678145.0,0.29
2010,Thailand,Japan,1214.0,51,678145.0,0.18
2010,Thailand,Korea,2107.0,89,678145.0,0.31
2010,Thailand,Macau,532.0,26,678145.0,0.08
2010,Thailand,Mexico,1733.0,73,678145.0,0.26
2010,Thailand,Myanmar/Burma,2674.0,117,678145.0,0.39
2010,Thailand,Philippines,3970.0,185,678145.0,0.59
2010,Thailand,Poland,667.0,30,678145.0,0.1
2010,Thailand,South America (ns),614.0,27,678145.0,0.09
2010,Thailand,Thailand,582312.0,27654,678145.0,85.87
2010,Thailand,US-Born,54149.0,2672,678145.0,7.98
2010,Thailand,Vietnam,1096.0,54,678145.0,0.16
2010,Turkey,Africa (ns),428.0,24,37809.0,1.13
2010,Turkey,Asia (ns),1853.0,77,37809.0,4.9
2010,Turkey,Iran,866.0,48,37809.0,2.29
2010,Turkey,Lebanon,519.0,30,37809.0,1.37
2010,Turkey,Saudi Arabia,1356.0,63,37809.0,3.59
2010,Turkey,South America (ns),439.0,21,37809.0,1.16
2010,Turkey,Syria,1466.0,73,37809.0,3.88
2010,Turkey,Turkey,22063.0,928,37809.0,58.35
2010,Turkey,US-Born,8819.0,388,37809.0,23.33
2010,US Virgin Islands,US Virgin Islands,3125.0,130,14999.0,20.83
2010,US Virgin Islands,US-Born,9047.0,401,14999.0,60.32
2010,US Virgin Islands,West Indies (ns),2827.0,115,14999.0,18.85
2010,United Kingdom (ns),Africa (ns),2784.0,135,174791.0,1.59
2010,United Kingdom (ns),Australia,1062.0,63,174791.0,0.61
2010,United Kingdom (ns),Austria,441.0,24,174791.0,0.25
2010,United Kingdom (ns),Canada,2549.0,151,174791.0,1.46
2010,United Kingdom (ns),Channel Islands,587.0,32,174791.0,0.34
2010,United Kingdom (ns),China,1152.0,65,174791.0,0.66
2010,United Kingdom (ns),Code 414,1036.0,57,174791.0,0.59
2010,United Kingdom (ns),Germany,872.0,59,174791.0,0.5
2010,United Kingdom (ns),Iceland,386.0,24,174791.0,0.22
2010,United Kingdom (ns),India,2627.0,154,174791.0,1.5
2010,United Kingdom (ns),Ireland,1844.0,114,174791.0,1.05
2010,United Kingdom (ns),Japan,734.0,37,174791.0,0.42
2010,United Kingdom (ns),Mexico,484.0,26,174791.0,0.28
2010,United Kingdom (ns),Pakistan,571.0,34,174791.0,0.33
2010,United Kingdom (ns),Philippines,924.0,47,174791.0,0.53
2010,United Kingdom (ns),Poland,1940.0,122,174791.0,1.11
2010,United Kingdom (ns),Romania,571.0,30,174791.0,0.33
2010,United Kingdom (ns),South America (ns),1813.0,99,174791.0,1.04
2010,United Kingdom (ns),Spain,588.0,31,174791.0,0.34
2010,United Kingdom (ns),US-Born,99601.0,5826,174791.0,56.98
2010,United Kingdom (ns),United Kingdom (ns),51076.0,3164,174791.0,29.22
2010,United Kingdom (ns),West Indies (ns),1149.0,61,174791.0,0.66
2010,Vietnam,China,1775.0,91,93451.0,1.9
2010,Vietnam,Hong Kong,1008.0,48,93451.0,1.08
2010,Vietnam,India,757.0,39,93451.0,0.81
2010,Vietnam,Japan,615.0,28,93451.0,0.66
2010,Vietnam,Mexico,432.0,23,93451.0,0.46
2010,Vietnam,Myanmar/Burma,6112.0,235,93451.0,6.54
2010,Vietnam,Philippines,1531.0,76,93451.0,1.64
2010,Vietnam,Poland,578.0,28,93451.0,0.62
2010,Vietnam,Thailand,1101.0,54,93451.0,1.18
2010,Vietnam,US-Born,40708.0,2086,93451.0,43.56
2010,Vietnam,Vietnam,38834.0,1756,93451.0,41.56
2010,Wales,US-Born,3090.0,168,3830.0,80.68
2010,Wales,Wales,740.0,30,3830.0,19.32
2010,West Indies (ns),Africa (ns),5867.0,262,970767.0,0.6
2010,West Indies (ns),Canada,2282.0,107,970767.0,0.24
2010,West Indies (ns),Central America (ns),11522.0,471,970767.0,1.19
2010,West Indies (ns),China,1074.0,47,970767.0,0.11
2010,West Indies (ns),Cuba,4612.0,204,970767.0,0.48
2010,West Indies (ns),France,696.0,32,970767.0,0.07
2010,West Indies (ns),Germany,841.0,41,970767.0,0.09
2010,West Indies (ns),Iceland,685.0,31,970767.0,0.07
2010,West Indies (ns),India,1908.0,86,970767.0,0.2
2010,West Indies (ns),Ireland,3686.0,164,970767.0,0.38
2010,West Indies (ns),Mexico,3908.0,162,970767.0,0.4
2010,West Indies (ns),Philippines,1719.0,77,970767.0,0.18
2010,West Indies (ns),Poland,1680.0,82,970767.0,0.17
2010,West Indies (ns),Puerto Rico,17283.0,704,970767.0,1.78
2010,West Indies (ns),Romania,444.0,21,970767.0,0.05
2010,West Indies (ns),South America (ns),20071.0,857,970767.0,2.07
2010,West Indies (ns),Spain,429.0,22,970767.0,0.04
2010,West Indies (ns),US Virgin Islands,2874.0,115,970767.0,0.3
2010,West Indies (ns),US-Born,178065.0,7739,970767.0,18.34
2010,West Indies (ns),United Kingdom (ns),1160.0,61,970767.0,0.12
2010,West Indies (ns),West Indies (ns),709961.0,29214,970767.0,73.13
2010,Yugoslavia,Albania,600.0,31,154067.0,0.39
2010,Yugoslavia,Austria-Hungary (ns),454.0,30,154067.0,0.29
2010,Yugoslavia,Bulgaria,478.0,28,154067.0,0.31
2010,Yugoslavia,Canada,530.0,27,154067.0,0.34
2010,Yugoslavia,Europe (ns),483.0,29,154067.0,0.31
2010,Yugoslavia,Finland,1093.0,50,154067.0,0.71
2010,Yugoslavia,Germany,379.0,23,154067.0,0.25
2010,Yugoslavia,Iceland,777.0,39,154067.0,0.5
2010,Yugoslavia,Poland,1614.0,104,154067.0,1.05
2010,Yugoslavia,Romania,588.0,33,154067.0,0.38
2010,Yugoslavia,South America (ns),762.0,40,154067.0,0.49
2010,Yugoslavia,Spain,747.0,38,154067.0,0.48
2010,Yugoslavia,Sweden,615.0,23,154067.0,0.4
2010,Yugoslavia,US-Born,23140.0,1179,154067.0,15.02
2010,Yugoslavia,Yugoslavia,121807.0,5484,154067.0,79.06
2015,Afghanistan,Afghanistan,916.0,28,2939.0,31.17
2015,Afghanistan,India,1178.0,51,2939.0,40.08
2015,Afghanistan,US-Born,845.0,42,2939.0,28.75
2015,Africa (ns),Africa (ns),593704.0,23714,826953.0,71.79
2015,Africa (ns),Asia (ns),748.0,32,826953.0,0.09
2015,Africa (ns),Atlantic Islands,447.0,21,826953.0,0.05
2015,Africa (ns),Australia,367.0,23,826953.0,0.04
2015,Africa (ns),Austria,570.0,26,826953.0,0.07
2015,Africa (ns),Canada,2804.0,137,826953.0,0.34
2015,Africa (ns),Central America (ns),1187.0,57,826953.0,0.14
2015,Africa (ns),Channel Islands,493.0,21,826953.0,0.06
2015,Africa (ns),China,948.0,50,826953.0,0.11
2015,Africa (ns),Code 414,439.0,24,826953.0,0.05
2015,Africa (ns),Cuba,565.0,28,826953.0,0.07
2015,Africa (ns),Finland,427.0,23,826953.0,0.05
2015,Africa (ns),Germany,2771.0,136,826953.0,0.34
2015,Africa (ns),Iceland,1291.0,55,826953.0,0.16
2015,Africa (ns),India,13486.0,653,826953.0,1.63
2015,Africa (ns),Iran,1792.0,96,826953.0,0.22
2015,Africa (ns),Ireland,3482.0,162,826953.0,0.42
2015,Africa (ns),Japan,532.0,28,826953.0,0.06
2015,Africa (ns),Jordan,929.0,30,826953.0,0.11
2015,Africa (ns),Korea,424.0,26,826953.0,0.05
2015,Africa (ns),Lebanon,696.0,35,826953.0,0.08
2015,Africa (ns),Mexico,2225.0,101,826953.0,0.27
2015,Africa (ns),Middle East (ns),501.0,23,826953.0,0.06
2015,Africa (ns),Netherlands,962.0,49,826953.0,0.12
2015,Africa (ns),Pakistan,545.0,29,826953.0,0.07
2015,Africa (ns),Philippines,2325.0,103,826953.0,0.28
2015,Africa (ns),Poland,2097.0,114,826953.0,0.25
2015,Africa (ns),Puerto Rico,1090.0,46,826953.0,0.13
2015,Africa (ns),Romania,552.0,31,826953.0,0.07
2015,Africa (ns),Saudi Arabia,561.0,29,826953.0,0.07
2015,Africa (ns),South America (ns),4859.0,218,826953.0,0.59
2015,Africa (ns),Spain,1933.0,87,826953.0,0.23
2015,Africa (ns),Syria,1706.0,84,826953.0,0.21
2015,Africa (ns),Thailand,563.0,23,826953.0,0.07
2015,Africa (ns),Turkey,869.0,40,826953.0,0.11
2015,Africa (ns),US-Born,167233.0,7454,826953.0,20.22
2015,Africa (ns),United Kingdom (ns),2873.0,167,826953.0,0.35
2015,Africa (ns),West Indies (ns),7463.0,304,826953.0,0.9
2015,Africa (ns),Yugoslavia,494.0,23,826953.0,0.06
2015,Alaska (territory),Alaska (territory),10811.0,442,18868.0,57.3
2015,Alaska (territory),US-Born,8057.0,374,18868.0,42.7
2015,Albania,Albania,65680.0,3204,92686.0,70.86
2015,Albania,Bulgaria,955.0,59,92686.0,1.03
2015,Albania,Canada,351.0,21,92686.0,0.38
2015,Albania,Mexico,464.0,23,92686.0,0.5
2015,Albania,Poland,719.0,36,92686.0,0.78
2015,Albania,Romania,491.0,25,92686.0,0.53
2015,Albania,South America (ns),786.0,37,92686.0,0.85
2015,Albania,Spain,1702.0,71,92686.0,1.84
2015,Albania,Syria,720.0,41,92686.0,0.78
2015,Albania,US-Born,20256.0,1031,92686.0,21.85
2015,Albania,Yugoslavia,562.0,27,92686.0,0.61
2015,Americas (ns),Americas (ns),2381.0,96,5674.0,41.96
2015,Americas (ns),Mexico,551.0,23,5674.0,9.71
2015,Americas (ns),South America (ns),528.0,25,5674.0,9.31
2015,Americas (ns),US-Born,2214.0,103,5674.0,39.02
2015,Asia (ns),Africa (ns),737.0,32,50377.0,1.46
2015,Asia (ns),Asia (ns),31024.0,1202,50377.0,61.58
2015,Asia (ns),India,1534.0,82,50377.0,3.05
2015,Asia (ns),Iran,817.0,26,50377.0,1.62
2015,Asia (ns),Saudi Arabia,862.0,40,50377.0,1.71
2015,Asia (ns),Spain,2585.0,123,50377.0,5.13
2015,Asia (ns),Syria,408.0,22,50377.0,0.81
2015,Asia (ns),Turkey,1971.0,90,50377.0,3.91
2015,Asia (ns),US-Born,10439.0,495,50377.0,20.72
2015,At sea,At sea,2822.0,104,7072.0,39.9
2015,At sea,US-Born,4250.0,201,7072.0,60.1
2015,Atlantic Islands,Africa (ns),482.0,21,20121.0,2.4
2015,Atlantic Islands,Atlantic Islands,10906.0,502,20121.0,54.2
2015,Atlantic Islands,US-Born,8733.0,455,20121.0,43.4
2015,Australia,Africa (ns),422.0,23,61171.0,0.69
2015,Australia,Australia,12787.0,682,61171.0,20.9
2015,Australia,Canada,1102.0,57,61171.0,1.8
2015,Australia,China,426.0,25,61171.0,0.7
2015,Australia,Germany,436.0,21,61171.0,0.71
2015,Australia,Ireland,869.0,50,61171.0,1.42
2015,Australia,Poland,934.0,35,61171.0,1.53
2015,Australia,South America (ns),594.0,35,61171.0,0.97
2015,Australia,US-Born,42342.0,2321,61171.0,69.22
2015,Australia,United Kingdom (ns),1259.0,71,61171.0,2.06
2015,Austria,Africa (ns),523.0,26,51549.0,1.01
2015,Austria,Austria,12457.0,786,51549.0,24.17
2015,Austria,Canada,968.0,55,51549.0,1.88
2015,Austria,China,438.0,22,51549.0,0.85
2015,Austria,Germany,356.0,20,51549.0,0.69
2015,Austria,Macau,546.0,40,51549.0,1.06
2015,Austria,Poland,835.0,53,51549.0,1.62
2015,Austria,South America (ns),660.0,39,51549.0,1.28
2015,Austria,US-Born,34297.0,1961,51549.0,66.53
2015,Austria,United Kingdom (ns),469.0,28,51549.0,0.91
2015,Austria-Hungary (ns),Austria-Hungary (ns),3413.0,212,24597.0,13.88
2015,Austria-Hungary (ns),Poland,1573.0,93,24597.0,6.4
2015,Austria-Hungary (ns),South America (ns),426.0,24,24597.0,1.73
2015,Austria-Hungary (ns),Spain,432.0,20,24597.0,1.76
2015,Austria-Hungary (ns),US-Born,18266.0,1080,24597.0,74.26
2015,Austria-Hungary (ns),Yugoslavia,487.0,20,24597.0,1.98
2015,Bulgaria,Albania,934.0,59,35465.0,2.63
2015,Bulgaria,Bulgaria,15357.0,870,35465.0,43.3
2015,Bulgaria,Canada,431.0,27,35465.0,1.22
2015,Bulgaria,Czechoslovakia,489.0,26,35465.0,1.38
2015,Bulgaria,Poland,841.0,57,35465.0,2.37
2015,Bulgaria,South America (ns),809.0,36,35465.0,2.28
2015,Bulgaria,US-Born,16604.0,916,35465.0,46.82
2015,Cambodia,Cambodia,13166.0,646,32990.0,39.91
2015,Cambodia,China,6031.0,323,32990.0,18.28
2015,Cambodia,India,1841.0,86,32990.0,5.58
2015,Cambodia,Indonesia,755.0,36,32990.0,2.29
2015,Cambodia,Philippines,598.0,31,32990.0,1.81
2015,Cambodia,Thailand,960.0,54,32990.0,2.91
2015,Cambodia,US-Born,9639.0,521,32990.0,29.22
2015,Canada,Africa (ns),2695.0,137,525856.0,0.51
2015,Canada,Albania,347.0,21,525856.0,0.07
2015,Canada,Australia,1080.0,57,525856.0,0.21
2015,Canada,Austria,993.0,55,525856.0,0.19
2015,Canada,Bulgaria,406.0,27,525856.0,0.08
2015,Canada,Canada,150307.0,8580,525856.0,28.58
2015,Canada,Central America (ns),1299.0,68,525856.0,0.25
2015,Canada,Channel Islands,1106.0,63,525856.0,0.21
2015,Canada,China,2547.0,131,525856.0,0.48
2015,Canada,Code 414,620.0,36,525856.0,0.12
2015,Canada,Cuba,557.0,31,525856.0,0.11
2015,Canada,Czechoslovakia,454.0,27,525856.0,0.09
2015,Canada,Finland,984.0,44,525856.0,0.19
2015,Canada,France,331.0,20,525856.0,0.06
2015,Canada,Germany,1421.0,95,525856.0,0.27
2015,Canada,Iceland,1402.0,79,525856.0,0.27
2015,Canada,India,3404.0,166,525856.0,0.65
2015,Canada,Ireland,3797.0,206,525856.0,0.72
2015,Canada,Japan,1555.0,69,525856.0,0.3
2015,Canada,Korea,1010.0,56,525856.0,0.19
2015,Canada,Mexico,1834.0,98,525856.0,0.35
2015,Canada,Netherlands,604.0,27,525856.0,0.11
2015,Canada,Pakistan,716.0,36,525856.0,0.14
2015,Canada,Philippines,2025.0,100,525856.0,0.39
2015,Canada,Poland,3750.0,203,525856.0,0.71
2015,Canada,Puerto Rico,638.0,41,525856.0,0.12
2015,Canada,Romania,1156.0,57,525856.0,0.22
2015,Canada,South America (ns),3730.0,165,525856.0,0.71
2015,Canada,Spain,943.0,57,525856.0,0.18
2015,Canada,Syria,962.0,48,525856.0,0.18
2015,Canada,Thailand,659.0,28,525856.0,0.13
2015,Canada,US-Born,326567.0,18482,525856.0,62.1
2015,Canada,United Kingdom (ns),3211.0,185,525856.0,0.61
2015,Canada,Vietnam,337.0,21,525856.0,0.06
2015,Canada,West Indies (ns),2409.0,104,525856.0,0.46
2015,Central America (ns),Africa (ns),1269.0,57,1363838.0,0.09
2015,Central America (ns),Canada,1292.0,68,1363838.0,0.09
2015,Central America (ns),Central America (ns),899665.0,34552,1363838.0,65.97
2015,Central America (ns),China,1216.0,56,1363838.0,0.09
2015,Central America (ns),Cuba,12400.0,571,1363838.0,0.91
2015,Central America (ns),France,1062.0,53,1363838.0,0.08
2015,Central America (ns),Germany,432.0,25,1363838.0,0.03
2015,Central America (ns),Iceland,905.0,43,1363838.0,0.07
2015,Central America (ns),India,1143.0,52,1363838.0,0.08
2015,Central America (ns),Ireland,578.0,29,1363838.0,0.04
2015,Central America (ns),Japan,542.0,27,1363838.0,0.04
2015,Central America (ns),Korea,473.0,22,1363838.0,0.03
2015,Central America (ns),Mexico,141373.0,5707,1363838.0,10.37
2015,Central America (ns),Netherlands,881.0,33,1363838.0,0.06
2015,Central America (ns),Pakistan,476.0,24,1363838.0,0.03
2015,Central America (ns),Philippines,2802.0,133,1363838.0,0.21
2015,Central America (ns),Poland,2045.0,100,1363838.0,0.15
2015,Central America (ns),Puerto Rico,15370.0,645,1363838.0,1.13
2015,Central America (ns),Romania,561.0,27,1363838.0,0.04
2015,Central America (ns),South America (ns),32539.0,1415,1363838.0,2.39
2015,Central America (ns),Spain,826.0,33,1363838.0,0.06
2015,Central America (ns),Thailand,520.0,22,1363838.0,0.04
2015,Central America (ns),US-Born,231110.0,10460,1363838.0,16.95
2015,Central America (ns),United Kingdom (ns),600.0,33,1363838.0,0.04
2015,Central America (ns),Vietnam,498.0,21,1363838.0,0.04
2015,Central America (ns),West Indies (ns),13260.0,569,1363838.0,0.97
2015,Channel Islands,Africa (ns),471.0,21,38974.0,1.21
2015,Channel Islands,Canada,1111.0,63,38974.0,2.85
2015,Channel Islands,Channel Islands,5833.0,340,38974.0,14.97
2015,Channel Islands,Code 414,607.0,33,38974.0,1.56
2015,Channel Islands,Ireland,1717.0,82,38974.0,4.41
2015,Channel Islands,South America (ns),365.0,20,38974.0,0.94
2015,Channel Islands,US-Born,28404.0,1596,38974.0,72.88
2015,Channel Islands,United Kingdom (ns),466.0,28,38974.0,1.2
2015,China,Africa (ns),967.0,50,1389616.0,0.07
2015,China,Australia,399.0,25,1389616.0,0.03
2015,China,Austria,423.0,22,1389616.0,0.03
2015,China,Cambodia,5946.0,323,1389616.0,0.43
2015,China,Canada,2584.0,131,1389616.0,0.19
2015,China,Central America (ns),1169.0,56,1389616.0,0.08
2015,China,China,1157771.0,57530,1389616.0,83.32
2015,China,Cuba,457.0,20,1389616.0,0.03
2015,China,Germany,1017.0,58,1389616.0,0.07
2015,China,Hong Kong,1750.0,91,1389616.0,0.13
2015,China,Iceland,479.0,27,1389616.0,0.03
2015,China,India,9729.0,510,1389616.0,0.7
2015,China,Indonesia,1907.0,100,1389616.0,0.14
2015,China,Ireland,1075.0,56,1389616.0,0.08
2015,China,Japan,4013.0,219,1389616.0,0.29
2015,China,Korea,8096.0,424,1389616.0,0.58
2015,China,Macau,2700.0,151,1389616.0,0.19
2015,China,Mexico,2268.0,98,1389616.0,0.16
2015,China,Myanmar/Burma,1153.0,48,1389616.0,0.08
2015,China,Pakistan,574.0,29,1389616.0,0.04
2015,China,Philippines,6455.0,343,1389616.0,0.46
2015,China,Poland,1790.0,90,1389616.0,0.13
2015,China,Puerto Rico,524.0,27,1389616.0,0.04
2015,China,Romania,517.0,27,1389616.0,0.04
2015,China,South America (ns),2819.0,142,1389616.0,0.2
2015,China,Spain,879.0,42,1389616.0,0.06
2015,China,Sri Lanka,400.0,22,1389616.0,0.03
2015,China,Taiwan,561.0,32,1389616.0,0.04
2015,China,Thailand,21207.0,1140,1389616.0,1.53
2015,China,US-Born,145410.0,7540,1389616.0,10.46
2015,China,United Kingdom (ns),1388.0,73,1389616.0,0.1
2015,China,Vietnam,2101.0,108,1389616.0,0.15
2015,China,West Indies (ns),1088.0,45,1389616.0,0.08
2015,Code 414,Africa (ns),434.0,24,73605.0,0.59
2015,Code 414,Canada,643.0,36,73605.0,0.87
2015,Code 414,Channel Islands,602.0,33,73605.0,0.82
2015,Code 414,Code 414,25654.0,1390,73605.0,34.85
2015,Code 414,Ireland,1630.0,90,73605.0,2.21
2015,Code 414,Poland,534.0,32,73605.0,0.73
2015,Code 414,South America (ns),667.0,34,73605.0,0.91
2015,Code 414,US-Born,41932.0,2332,73605.0,56.97
2015,Code 414,United Kingdom (ns),1509.0,82,73605.0,2.05
2015,Cuba,Africa (ns),535.0,28,513945.0,0.1
2015,Cuba,Canada,560.0,31,513945.0,0.11
2015,Cuba,Central America (ns),12564.0,571,513945.0,2.44
2015,Cuba,China,411.0,20,513945.0,0.08
2015,Cuba,Cuba,374705.0,17654,513945.0,72.91
2015,Cuba,France,2441.0,129,513945.0,0.47
2015,Cuba,Iceland,583.0,32,513945.0,0.11
2015,Cuba,Mexico,8523.0,362,513945.0,1.66
2015,Cuba,Philippines,528.0,23,513945.0,0.1
2015,Cuba,Poland,433.0,27,513945.0,0.08
2015,Cuba,Puerto Rico,7285.0,373,513945.0,1.42
2015,Cuba,South America (ns),22853.0,1078,513945.0,4.45
2015,Cuba,Spain,576.0,26,513945.0,0.11
2015,Cuba,US-Born,77132.0,3851,513945.0,15.01
2015,Cuba,West Indies (ns),4816.0,224,513945.0,0.94
2015,Czechoslovakia,Bulgaria,488.0,26,36339.0,1.34
2015,Czechoslovakia,Canada,453.0,27,36339.0,1.25
2015,Czechoslovakia,Czechoslovakia,16162.0,830,36339.0,44.48
2015,Czechoslovakia,Poland,1083.0,72,36339.0,2.98
2015,Czechoslovakia,Romania,1018.0,58,36339.0,2.8
2015,Czechoslovakia,South America (ns),425.0,24,36339.0,1.17
2015,Czechoslovakia,Spain,378.0,23,36339.0,1.04
2015,Czechoslovakia,US-Born,16332.0,899,36339.0,44.94
2015,Egypt,Egypt,19865.0,808,22706.0,87.49
2015,Egypt,US-Born,2841.0,121,22706.0,12.51
2015,England,England,3781.0,192,14583.0,25.93
2015,England,US-Born,10802.0,634,14583.0,74.07
2015,Europe (ns),Europe (ns),8718.0,464,18670.0,46.7
2015,Europe (ns),Poland,414.0,26,18670.0,2.22
2015,Europe (ns),Spain,1089.0,47,18670.0,5.83
2015,Europe (ns),US-Born,7757.0,460,18670.0,41.55
2015,Europe (ns),Yugoslavia,692.0,35,18670.0,3.71
2015,Finland,Africa (ns),441.0,23,107372.0,0.41
2015,Finland,Canada,934.0,44,107372.0,0.87
2015,Finland,Finland,63492.0,3002,107372.0,59.13
2015,Finland,Iraq,413.0,23,107372.0,0.38
2015,Finland,Mexico,486.0,27,107372.0,0.45
2015,Finland,Poland,529.0,33,107372.0,0.49
2015,Finland,South America (ns),1446.0,70,107372.0,1.35
2015,Finland,Spain,687.0,29,107372.0,0.64
2015,Finland,Sweden,573.0,21,107372.0,0.53
2015,Finland,US-Born,37115.0,1970,107372.0,34.57
2015,Finland,Yugoslavia,1256.0,50,107372.0,1.17
2015,France,Canada,369.0,20,64825.0,0.57
2015,France,Central America (ns),1027.0,53,64825.0,1.58
2015,France,Cuba,2395.0,129,64825.0,3.69
2015,France,France,16053.0,772,64825.0,24.76
2015,France,Germany,384.0,21,64825.0,0.59
2015,France,Iceland,403.0,21,64825.0,0.62
2015,France,Mexico,1531.0,79,64825.0,2.36
2015,France,Philippines,385.0,20,64825.0,0.59
2015,France,Poland,822.0,46,64825.0,1.27
2015,France,Puerto Rico,1144.0,53,64825.0,1.76
2015,France,South America (ns),4504.0,196,64825.0,6.95
2015,France,US-Born,34797.0,1740,64825.0,53.68
2015,France,United Kingdom (ns),442.0,22,64825.0,0.68
2015,France,West Indies (ns),569.0,26,64825.0,0.88
2015,Germany,Africa (ns),2726.0,136,127948.0,2.13
2015,Germany,Australia,441.0,21,127948.0,0.34
2015,Germany,Austria,357.0,20,127948.0,0.28
2015,Germany,Canada,1432.0,95,127948.0,1.12
2015,Germany,Central America (ns),417.0,25,127948.0,0.33
2015,Germany,China,981.0,58,127948.0,0.77
2015,Germany,France,420.0,21,127948.0,0.33
2015,Germany,Germany,28030.0,1490,127948.0,21.91
2015,Germany,Iceland,1155.0,56,127948.0,0.9
2015,Germany,India,746.0,36,127948.0,0.58
2015,Germany,Ireland,910.0,38,127948.0,0.71
2015,Germany,Japan,653.0,32,127948.0,0.51
2015,Germany,Korea,762.0,35,127948.0,0.6
2015,Germany,Mexico,984.0,61,127948.0,0.77
2015,Germany,Netherlands,414.0,24,127948.0,0.32
2015,Germany,Pakistan,430.0,23,127948.0,0.34
2015,Germany,Philippines,1005.0,53,127948.0,0.79
2015,Germany,Poland,2103.0,117,127948.0,1.64
2015,Germany,Romania,592.0,38,127948.0,0.46
2015,Germany,South America (ns),2636.0,148,127948.0,2.06
2015,Germany,Spain,789.0,40,127948.0,0.62
2015,Germany,Switzerland,443.0,24,127948.0,0.35
2015,Germany,Syria,524.0,29,127948.0,0.41
2015,Germany,Thailand,727.0,39,127948.0,0.57
2015,Germany,US-Born,76491.0,4308,127948.0,59.78
2015,Germany,United Kingdom (ns),1062.0,64,127948.0,0.83
2015,Germany,West Indies (ns),718.0,34,127948.0,0.56
2015,Hawaii (territory),Hawaii (territory),7321.0,358,33716.0,21.71
2015,Hawaii (territory),Mexico,420.0,20,33716.0,1.25
2015,Hawaii (territory),Philippines,2097.0,96,33716.0,6.22
2015,Hawaii (territory),Poland,303.0,21,33716.0,0.9
2015,Hawaii (territory),US-Born,23575.0,1191,33716.0,69.92
2015,Hong Kong,China,1721.0,91,82353.0,2.09
2015,Hong Kong,Hong Kong,62173.0,2992,82353.0,75.5
2015,Hong Kong,India,670.0,28,82353.0,0.81
2015,Hong Kong,Myanmar/Burma,666.0,31,82353.0,0.81
2015,Hong Kong,Philippines,911.0,46,82353.0,1.11
2015,Hong Kong,Thailand,4538.0,240,82353.0,5.51
2015,Hong Kong,US-Born,10355.0,482,82353.0,12.57
2015,Hong Kong,Vietnam,1319.0,68,82353.0,1.6
2015,Hungary,Hungary,25201.0,1214,32204.0,78.25
2015,Hungary,Spain,436.0,28,32204.0,1.35
2015,Hungary,US-Born,6567.0,341,32204.0,20.39
2015,Iceland,Africa (ns),1232.0,55,242436.0,0.51
2015,Iceland,Canada,1411.0,79,242436.0,0.58
2015,Iceland,Central America (ns),844.0,43,242436.0,0.35
2015,Iceland,China,448.0,27,242436.0,0.18
2015,Iceland,Cuba,627.0,32,242436.0,0.26
