YEAR,ORIGIN,SPOUSE,WEIGHTED_COUNT,UNWEIGHTED_COUNT,TOTAL_BY_ORIGIN,PERCENTAGE
1980,Scotland,Scotland,5800.0,290,13680.0,42.4
1980,Scotland,US-Born,7880.0,394,13680.0,57.6
1980,South America (ns),Africa (ns),560.0,28,288380.0,0.19
1980,South America (ns),Austria-Hungary (ns),460.0,23,288380.0,0.16
1980,South America (ns),Born abroad (US parents),3700.0,185,288380.0,1.28
1980,South America (ns),Bulgaria,520.0,26,288380.0,0.18
1980,South America (ns),Canada,560.0,28,288380.0,0.19
1980,South America (ns),Central America (ns),4860.0,243,288380.0,1.69
1980,South America (ns),China,640.0,32,288380.0,0.22
1980,South America (ns),Cuba,6240.0,312,288380.0,2.16
1980,South America (ns),Finland,680.0,34,288380.0,0.24
1980,South America (ns),France,1740.0,87,288380.0,0.6
1980,South America (ns),Germany,700.0,35,288380.0,0.24
1980,South America (ns),Iceland,4500.0,225,288380.0,1.56
1980,South America (ns),Ireland,1020.0,51,288380.0,0.35
1980,South America (ns),Mexico,4120.0,206,288380.0,1.43
1980,South America (ns),Netherlands,1680.0,84,288380.0,0.58
1980,South America (ns),Poland,2300.0,115,288380.0,0.8
1980,South America (ns),Puerto Rico,8400.0,420,288380.0,2.91
1980,South America (ns),Romania,1040.0,52,288380.0,0.36
1980,South America (ns),South America (ns),173520.0,8676,288380.0,60.17
1980,South America (ns),Spain,400.0,20,288380.0,0.14
1980,South America (ns),Syria,460.0,23,288380.0,0.16
1980,South America (ns),US-Born,66080.0,3304,288380.0,22.91
1980,South America (ns),West Indies (ns),3660.0,183,288380.0,1.27
1980,South America (ns),Yugoslavia,540.0,27,288380.0,0.19
1980,Spain,Albania,1380.0,69,206040.0,0.67
1980,Spain,Austria-Hungary (ns),2020.0,101,206040.0,0.98
1980,Spain,Born abroad (US parents),3360.0,168,206040.0,1.63
1980,Spain,Bulgaria,880.0,44,206040.0,0.43
1980,Spain,Canada,1840.0,92,206040.0,0.89
1980,Spain,China,580.0,29,206040.0,0.28
1980,Spain,Czechoslovakia,620.0,31,206040.0,0.3
1980,Spain,Finland,660.0,33,206040.0,0.32
1980,Spain,Germany,520.0,26,206040.0,0.25
1980,Spain,Iceland,580.0,29,206040.0,0.28
1980,Spain,Ireland,1560.0,78,206040.0,0.76
1980,Spain,Italy,2420.0,121,206040.0,1.17
1980,Spain,Middle East (ns),540.0,27,206040.0,0.26
1980,Spain,Pakistan,740.0,37,206040.0,0.36
1980,Spain,Poland,3580.0,179,206040.0,1.74
1980,Spain,Romania,10660.0,533,206040.0,5.17
1980,Spain,South America (ns),400.0,20,206040.0,0.19
1980,Spain,Spain,110720.0,5536,206040.0,53.74
1980,Spain,Syria,680.0,34,206040.0,0.33
1980,Spain,US-Born,61440.0,3072,206040.0,29.82
1980,Spain,Yugoslavia,860.0,43,206040.0,0.42
1980,Sweden,Sweden,1680.0,84,3460.0,48.55
1980,Sweden,US-Born,1200.0,60,3460.0,34.68
1980,Sweden,Yugoslavia,580.0,29,3460.0,16.76
1980,Switzerland,Iceland,400.0,20,21400.0,1.87
1980,Switzerland,Poland,1780.0,89,21400.0,8.32
1980,Switzerland,Switzerland,7240.0,362,21400.0,33.83
1980,Switzerland,US-Born,11980.0,599,21400.0,55.98
1980,Syria,Africa (ns),940.0,47,34560.0,2.72
1980,Syria,Iran,500.0,25,34560.0,1.45
1980,Syria,Poland,680.0,34,34560.0,1.97
1980,Syria,Romania,1060.0,53,34560.0,3.07
1980,Syria,South America (ns),460.0,23,34560.0,1.33
1980,Syria,Spain,680.0,34,34560.0,1.97
1980,Syria,Syria,15960.0,798,34560.0,46.18
1980,Syria,Turkey,640.0,32,34560.0,1.85
1980,Syria,US-Born,13640.0,682,34560.0,39.47
1980,Thailand,Born abroad (US parents),1120.0,56,74300.0,1.51
1980,Thailand,China,1580.0,79,74300.0,2.13
1980,Thailand,Thailand,60280.0,3014,74300.0,81.13
1980,Thailand,US-Born,11320.0,566,74300.0,15.24
1980,Turkey,Syria,640.0,32,8420.0,7.6
1980,Turkey,Turkey,6040.0,302,8420.0,71.73
1980,Turkey,US-Born,1740.0,87,8420.0,20.67
1980,US Virgin Islands,US Virgin Islands,2560.0,128,7780.0,32.9
1980,US Virgin Islands,US-Born,4620.0,231,7780.0,59.38
1980,US Virgin Islands,West Indies (ns),600.0,30,7780.0,7.71
1980,United Kingdom (ns),Born abroad (US parents),660.0,33,69120.0,0.95
1980,United Kingdom (ns),Canada,760.0,38,69120.0,1.1
1980,United Kingdom (ns),Code 414,460.0,23,69120.0,0.67
1980,United Kingdom (ns),England,500.0,25,69120.0,0.72
1980,United Kingdom (ns),Ireland,860.0,43,69120.0,1.24
1980,United Kingdom (ns),Northern Ireland,760.0,38,69120.0,1.1
1980,United Kingdom (ns),Poland,1140.0,57,69120.0,1.65
1980,United Kingdom (ns),US-Born,41860.0,2093,69120.0,60.56
1980,United Kingdom (ns),United Kingdom (ns),22120.0,1106,69120.0,32.0
1980,Vietnam,China,500.0,25,26080.0,1.92
1980,Vietnam,Philippines,500.0,25,26080.0,1.92
1980,Vietnam,US-Born,14520.0,726,26080.0,55.67
1980,Vietnam,Vietnam,10560.0,528,26080.0,40.49
1980,Wales,US-Born,1640.0,82,2480.0,66.13
1980,Wales,Wales,840.0,42,2480.0,33.87
1980,West Indies (ns),Africa (ns),660.0,33,264420.0,0.25
1980,West Indies (ns),Born abroad (US parents),4480.0,224,264420.0,1.69
1980,West Indies (ns),Canada,540.0,27,264420.0,0.2
1980,West Indies (ns),Central America (ns),3120.0,156,264420.0,1.18
1980,West Indies (ns),Cuba,3460.0,173,264420.0,1.31
1980,West Indies (ns),Ireland,780.0,39,264420.0,0.29
1980,West Indies (ns),Mexico,440.0,22,264420.0,0.17
1980,West Indies (ns),Puerto Rico,6600.0,330,264420.0,2.5
1980,West Indies (ns),South America (ns),3660.0,183,264420.0,1.38
1980,West Indies (ns),US Virgin Islands,600.0,30,264420.0,0.23
1980,West Indies (ns),US-Born,46520.0,2326,264420.0,17.59
1980,West Indies (ns),West Indies (ns),193560.0,9678,264420.0,73.2
1980,Yugoslavia,Albania,800.0,40,97980.0,0.82
1980,Yugoslavia,Austria-Hungary (ns),1360.0,68,97980.0,1.39
1980,Yugoslavia,Born abroad (US parents),960.0,48,97980.0,0.98
1980,Yugoslavia,Bulgaria,1040.0,52,97980.0,1.06
1980,Yugoslavia,Canada,420.0,21,97980.0,0.43
1980,Yugoslavia,Czechoslovakia,700.0,35,97980.0,0.71
1980,Yugoslavia,Iceland,960.0,48,97980.0,0.98
1980,Yugoslavia,Poland,3320.0,166,97980.0,3.39
1980,Yugoslavia,Romania,740.0,37,97980.0,0.76
1980,Yugoslavia,South America (ns),540.0,27,97980.0,0.55
1980,Yugoslavia,Spain,860.0,43,97980.0,0.88
1980,Yugoslavia,Sweden,580.0,29,97980.0,0.59
1980,Yugoslavia,US-Born,22860.0,1143,97980.0,23.33
1980,Yugoslavia,Yugoslavia,62840.0,3142,97980.0,64.14
1990,Africa (ns),Africa (ns),98842.0,4271,183068.0,53.99
1990,Africa (ns),Born abroad (US parents),1902.0,82,183068.0,1.04
1990,Africa (ns),Canada,927.0,46,183068.0,0.51
1990,Africa (ns),Germany,1568.0,72,183068.0,0.86
1990,Africa (ns),Iceland,964.0,47,183068.0,0.53
1990,Africa (ns),India,6396.0,302,183068.0,3.49
1990,Africa (ns),Iran,1249.0,55,183068.0,0.68
1990,Africa (ns),Ireland,1484.0,77,183068.0,0.81
1990,Africa (ns),Mexico,624.0,28,183068.0,0.34
1990,Africa (ns),Netherlands,535.0,29,183068.0,0.29
1990,Africa (ns),Poland,979.0,44,183068.0,0.53
1990,Africa (ns),South America (ns),1053.0,45,183068.0,0.58
1990,Africa (ns),Syria,1575.0,72,183068.0,0.86
1990,Africa (ns),US-Born,62601.0,2827,183068.0,34.2
1990,Africa (ns),United Kingdom (ns),593.0,30,183068.0,0.32
1990,Africa (ns),West Indies (ns),1776.0,73,183068.0,0.97
1990,Alaska (territory),Alaska (territory),3160.0,156,6574.0,48.07
1990,Alaska (territory),New Zealand,1077.0,55,6574.0,16.38
1990,Alaska (territory),US-Born,2337.0,112,6574.0,35.55
1990,Albania,Albania,33843.0,1538,53679.0,63.05
1990,Albania,Austria-Hungary (ns),539.0,24,53679.0,1.0
1990,Albania,Born abroad (US parents),798.0,30,53679.0,1.49
1990,Albania,Bulgaria,1408.0,62,53679.0,2.62
1990,Albania,Canada,474.0,21,53679.0,0.88
1990,Albania,Czechoslovakia,824.0,38,53679.0,1.54
1990,Albania,Poland,1455.0,74,53679.0,2.71
1990,Albania,Romania,1183.0,56,53679.0,2.2
1990,Albania,Spain,1057.0,50,53679.0,1.97
1990,Albania,Syria,914.0,39,53679.0,1.7
1990,Albania,US-Born,10413.0,512,53679.0,19.4
1990,Albania,Yugoslavia,771.0,37,53679.0,1.44
1990,Asia (ns),Asia (ns),716.0,30,716.0,100.0
1990,Atlantic Islands,Atlantic Islands,5431.0,259,12331.0,44.04
1990,Atlantic Islands,US-Born,6900.0,337,12331.0,55.96
1990,Australia,Australia,5274.0,266,31427.0,16.78
1990,Australia,Canada,513.0,25,31427.0,1.63
1990,Australia,Ireland,908.0,42,31427.0,2.89
1990,Australia,US-Born,24732.0,1266,31427.0,78.7
1990,Austria,Austria,19809.0,978,60076.0,32.97
1990,Austria,Canada,644.0,31,60076.0,1.07
1990,Austria,Germany,318.0,20,60076.0,0.53
1990,Austria,Ireland,454.0,25,60076.0,0.76
1990,Austria,Macau,1883.0,93,60076.0,3.13
1990,Austria,Poland,1557.0,74,60076.0,2.59
1990,Austria,South America (ns),462.0,24,60076.0,0.77
1990,Austria,US-Born,34949.0,1794,60076.0,58.17
1990,Austria-Hungary (ns),Albania,592.0,24,45487.0,1.3
1990,Austria-Hungary (ns),Austria-Hungary (ns),7299.0,368,45487.0,16.05
1990,Austria-Hungary (ns),Bulgaria,759.0,39,45487.0,1.67
1990,Austria-Hungary (ns),Canada,471.0,25,45487.0,1.04
1990,Austria-Hungary (ns),Czechoslovakia,744.0,34,45487.0,1.64
1990,Austria-Hungary (ns),Poland,3324.0,175,45487.0,7.31
1990,Austria-Hungary (ns),Romania,1194.0,56,45487.0,2.62
1990,Austria-Hungary (ns),Spain,656.0,30,45487.0,1.44
1990,Austria-Hungary (ns),US-Born,29461.0,1478,45487.0,64.77
1990,Austria-Hungary (ns),Yugoslavia,987.0,48,45487.0,2.17
1990,Belgium,Belgium,3786.0,168,6614.0,57.24
1990,Belgium,US-Born,2828.0,133,6614.0,42.76
1990,Born abroad (US parents),Africa (ns),1901.0,82,290218.0,0.66
1990,Born abroad (US parents),Albania,776.0,30,290218.0,0.27
1990,Born abroad (US parents),Born abroad (US parents),115277.0,5319,290218.0,39.72
1990,Born abroad (US parents),Bulgaria,683.0,35,290218.0,0.24
1990,Born abroad (US parents),Canada,1905.0,101,290218.0,0.66
1990,Born abroad (US parents),Central America (ns),6070.0,283,290218.0,2.09
1990,Born abroad (US parents),China,5311.0,272,290218.0,1.83
1990,Born abroad (US parents),Code 414,653.0,30,290218.0,0.23
1990,Born abroad (US parents),Cuba,4187.0,206,290218.0,1.44
1990,Born abroad (US parents),Finland,871.0,43,290218.0,0.3
1990,Born abroad (US parents),Guam,1574.0,72,290218.0,0.54
1990,Born abroad (US parents),Hong Kong,608.0,28,290218.0,0.21
1990,Born abroad (US parents),Iceland,2992.0,147,290218.0,1.03
1990,Born abroad (US parents),India,4160.0,183,290218.0,1.43
1990,Born abroad (US parents),Ireland,873.0,49,290218.0,0.3
1990,Born abroad (US parents),Japan,676.0,33,290218.0,0.23
1990,Born abroad (US parents),Korea,3020.0,134,290218.0,1.04
1990,Born abroad (US parents),Mexico,24756.0,1205,290218.0,8.53
1990,Born abroad (US parents),Myanmar/Burma,881.0,43,290218.0,0.3
1990,Born abroad (US parents),Netherlands,1223.0,60,290218.0,0.42
1990,Born abroad (US parents),Pakistan,768.0,34,290218.0,0.26
1990,Born abroad (US parents),Philippines,4278.0,210,290218.0,1.47
1990,Born abroad (US parents),Poland,1883.0,94,290218.0,0.65
1990,Born abroad (US parents),Puerto Rico,1968.0,79,290218.0,0.68
1990,Born abroad (US parents),Romania,1521.0,74,290218.0,0.52
1990,Born abroad (US parents),South America (ns),5316.0,231,290218.0,1.83
1990,Born abroad (US parents),Spain,1597.0,74,290218.0,0.55
1990,Born abroad (US parents),Syria,684.0,27,290218.0,0.24
1990,Born abroad (US parents),Thailand,2068.0,96,290218.0,0.71
1990,Born abroad (US parents),US-Born,82091.0,3963,290218.0,28.29
1990,Born abroad (US parents),United Kingdom (ns),477.0,23,290218.0,0.16
1990,Born abroad (US parents),West Indies (ns),8358.0,319,290218.0,2.88
1990,Born abroad (US parents),Yugoslavia,812.0,39,290218.0,0.28
1990,Bulgaria,Albania,1340.0,62,62636.0,2.14
1990,Bulgaria,Austria-Hungary (ns),773.0,39,62636.0,1.23
1990,Bulgaria,Born abroad (US parents),657.0,35,62636.0,1.05
1990,Bulgaria,Bulgaria,31317.0,1506,62636.0,50.0
1990,Bulgaria,Canada,660.0,33,62636.0,1.05
1990,Bulgaria,Czechoslovakia,1526.0,76,62636.0,2.44
1990,Bulgaria,Germany,405.0,21,62636.0,0.65
1990,Bulgaria,Ireland,495.0,20,62636.0,0.79
1990,Bulgaria,Poland,1814.0,94,62636.0,2.9
1990,Bulgaria,Romania,896.0,40,62636.0,1.43
1990,Bulgaria,US-Born,21975.0,1091,62636.0,35.08
1990,Bulgaria,Yugoslavia,778.0,41,62636.0,1.24
1990,Cambodia,Cambodia,4692.0,210,10144.0,46.25
1990,Cambodia,China,1770.0,83,10144.0,17.45
1990,Cambodia,India,464.0,22,10144.0,4.57
1990,Cambodia,US-Born,3218.0,150,10144.0,31.72
1990,Canada,Africa (ns),939.0,46,481773.0,0.19
1990,Canada,Albania,454.0,21,481773.0,0.09
1990,Canada,Australia,519.0,25,481773.0,0.11
1990,Canada,Austria,642.0,31,481773.0,0.13
1990,Canada,Austria-Hungary (ns),476.0,25,481773.0,0.1
1990,Canada,Born abroad (US parents),1880.0,101,481773.0,0.39
1990,Canada,Bulgaria,694.0,33,481773.0,0.14
1990,Canada,Canada,111763.0,5609,481773.0,23.2
1990,Canada,Central America (ns),613.0,28,481773.0,0.13
1990,Canada,Channel Islands,1652.0,76,481773.0,0.34
1990,Canada,China,764.0,37,481773.0,0.16
1990,Canada,Code 414,880.0,47,481773.0,0.18
1990,Canada,England,436.0,23,481773.0,0.09
1990,Canada,Finland,636.0,32,481773.0,0.13
1990,Canada,Germany,1150.0,54,481773.0,0.24
1990,Canada,Iceland,1911.0,87,481773.0,0.4
1990,Canada,India,688.0,32,481773.0,0.14
1990,Canada,Ireland,5284.0,267,481773.0,1.1
1990,Canada,Japan,640.0,34,481773.0,0.13
1990,Canada,Mexico,1005.0,52,481773.0,0.21
1990,Canada,Philippines,964.0,46,481773.0,0.2
1990,Canada,Poland,3452.0,170,481773.0,0.72
1990,Canada,Romania,904.0,47,481773.0,0.19
1990,Canada,South America (ns),797.0,38,481773.0,0.17
1990,Canada,Spain,834.0,39,481773.0,0.17
1990,Canada,Syria,438.0,22,481773.0,0.09
1990,Canada,US-Born,339646.0,17386,481773.0,70.5
1990,Canada,United Kingdom (ns),1036.0,53,481773.0,0.22
1990,Canada,West Indies (ns),676.0,30,481773.0,0.14
1990,Central America (ns),Born abroad (US parents),6250.0,282,454586.0,1.37
1990,Central America (ns),Canada,593.0,28,454586.0,0.13
1990,Central America (ns),Central America (ns),297480.0,13533,454586.0,65.44
1990,Central America (ns),China,419.0,22,454586.0,0.09
1990,Central America (ns),Cuba,7456.0,346,454586.0,1.64
1990,Central America (ns),France,571.0,31,454586.0,0.13
1990,Central America (ns),Iceland,419.0,21,454586.0,0.09
1990,Central America (ns),Ireland,370.0,21,454586.0,0.08
1990,Central America (ns),Mexico,29158.0,1358,454586.0,6.41
1990,Central America (ns),Philippines,806.0,38,454586.0,0.18
1990,Central America (ns),Poland,1003.0,48,454586.0,0.22
1990,Central America (ns),Puerto Rico,8347.0,371,454586.0,1.84
1990,Central America (ns),South America (ns),11467.0,507,454586.0,2.52
1990,Central America (ns),US-Born,85094.0,3997,454586.0,18.72
1990,Central America (ns),West Indies (ns),5153.0,210,454586.0,1.13
1990,Channel Islands,Canada,1549.0,76,63592.0,2.44
1990,Channel Islands,Channel Islands,15537.0,750,63592.0,24.43
1990,Channel Islands,Code 414,919.0,44,63592.0,1.45
1990,Channel Islands,Ireland,2681.0,133,63592.0,4.22
1990,Channel Islands,Poland,558.0,29,63592.0,0.88
1990,Channel Islands,US-Born,42348.0,2152,63592.0,66.59
1990,China,Born abroad (US parents),5401.0,273,553921.0,0.98
1990,China,Cambodia,1845.0,83,553921.0,0.33
1990,China,Canada,762.0,37,553921.0,0.14
1990,China,Central America (ns),515.0,22,553921.0,0.09
1990,China,China,467727.0,21958,553921.0,84.44
1990,China,Cuba,474.0,20,553921.0,0.09
1990,China,Hong Kong,765.0,33,553921.0,0.14
1990,China,India,2094.0,95,553921.0,0.38
1990,China,Indonesia,799.0,40,553921.0,0.14
1990,China,Japan,2017.0,104,553921.0,0.36
1990,China,Korea,2315.0,111,553921.0,0.42
1990,China,Macau,1261.0,55,553921.0,0.23
1990,China,Mexico,537.0,24,553921.0,0.1
1990,China,Philippines,2207.0,106,553921.0,0.4
1990,China,Poland,589.0,30,553921.0,0.11
1990,China,South America (ns),869.0,40,553921.0,0.16
1990,China,Spain,452.0,24,553921.0,0.08
1990,China,Thailand,7386.0,359,553921.0,1.33
1990,China,US-Born,54581.0,2641,553921.0,9.85
1990,China,Vietnam,863.0,46,553921.0,0.16
1990,China,West Indies (ns),462.0,20,553921.0,0.08
1990,Code 414,Born abroad (US parents),630.0,30,100867.0,0.62
1990,Code 414,Canada,906.0,47,100867.0,0.9
1990,Code 414,Channel Islands,928.0,44,100867.0,0.92
1990,Code 414,Code 414,46964.0,2244,100867.0,46.56
1990,Code 414,Ireland,2722.0,135,100867.0,2.7
1990,Code 414,US-Born,47990.0,2401,100867.0,47.58
1990,Code 414,United Kingdom (ns),727.0,36,100867.0,0.72
1990,Cuba,Born abroad (US parents),4143.0,204,431419.0,0.96
1990,Cuba,Central America (ns),7373.0,347,431419.0,1.71
1990,Cuba,China,486.0,20,431419.0,0.11
1990,Cuba,Cuba,325600.0,16108,431419.0,75.47
1990,Cuba,France,4627.0,233,431419.0,1.07
1990,Cuba,Iceland,661.0,30,431419.0,0.15
1990,Cuba,Mexico,3717.0,178,431419.0,0.86
1990,Cuba,Poland,689.0,30,431419.0,0.16
1990,Cuba,Puerto Rico,7256.0,331,431419.0,1.68
1990,Cuba,South America (ns),10616.0,495,431419.0,2.46
1990,Cuba,US-Born,62114.0,2954,431419.0,14.4
1990,Cuba,West Indies (ns),4137.0,189,431419.0,0.96
1990,Czechoslovakia,Albania,780.0,38,46725.0,1.67
1990,Czechoslovakia,Austria-Hungary (ns),645.0,34,46725.0,1.38
1990,Czechoslovakia,Bulgaria,1525.0,75,46725.0,3.26
1990,Czechoslovakia,Czechoslovakia,19400.0,962,46725.0,41.52
1990,Czechoslovakia,Poland,2332.0,111,46725.0,4.99
1990,Czechoslovakia,Romania,1332.0,64,46725.0,2.85
1990,Czechoslovakia,Spain,436.0,22,46725.0,0.93
1990,Czechoslovakia,US-Born,19672.0,1004,46725.0,42.1
1990,Czechoslovakia,Yugoslavia,603.0,29,46725.0,1.29
1990,Egypt,Egypt,1788.0,76,1788.0,100.0
1990,England,Canada,520.0,23,20632.0,2.52
1990,England,England,6555.0,318,20632.0,31.77
1990,England,Poland,425.0,24,20632.0,2.06
1990,England,US-Born,13132.0,667,20632.0,63.65
1990,Europe (ns),Europe (ns),395.0,22,1211.0,32.62
1990,Europe (ns),US-Born,816.0,37,1211.0,67.38
1990,Finland,Born abroad (US parents),847.0,43,117262.0,0.72
1990,Finland,Canada,638.0,32,117262.0,0.54
1990,Finland,Finland,76399.0,3547,117262.0,65.15
1990,Finland,Iraq,721.0,33,117262.0,0.61
1990,Finland,Middle East (ns),578.0,28,117262.0,0.49
1990,Finland,Poland,737.0,38,117262.0,0.63
1990,Finland,South America (ns),633.0,30,117262.0,0.54
1990,Finland,Spain,451.0,24,117262.0,0.38
1990,Finland,US-Born,36258.0,1754,117262.0,30.92
1990,France,Central America (ns),582.0,31,44077.0,1.32
1990,France,Cuba,4584.0,233,44077.0,10.4
1990,France,France,13201.0,616,44077.0,29.95
1990,France,Germany,387.0,22,44077.0,0.88
1990,France,Mexico,1064.0,50,44077.0,2.41
1990,France,Puerto Rico,1005.0,44,44077.0,2.28
1990,France,South America (ns),2439.0,115,44077.0,5.53
1990,France,US-Born,20815.0,1000,44077.0,47.22
1990,Germany,Africa (ns),1540.0,72,105103.0,1.47
1990,Germany,Austria,350.0,20,105103.0,0.33
1990,Germany,Bulgaria,441.0,21,105103.0,0.42
1990,Germany,Canada,1138.0,54,105103.0,1.08
1990,Germany,France,429.0,22,105103.0,0.41
1990,Germany,Germany,19380.0,920,105103.0,18.44
1990,Germany,Iceland,1382.0,69,105103.0,1.31
1990,Germany,Ireland,756.0,33,105103.0,0.72
1990,Germany,Mexico,495.0,25,105103.0,0.47
1990,Germany,Poland,1742.0,85,105103.0,1.66
1990,Germany,Romania,1156.0,55,105103.0,1.1
1990,Germany,South America (ns),954.0,48,105103.0,0.91
1990,Germany,Thailand,454.0,21,105103.0,0.43
1990,Germany,US-Born,73942.0,3689,105103.0,70.35
1990,Germany,United Kingdom (ns),533.0,25,105103.0,0.51
1990,Germany,Yugoslavia,411.0,20,105103.0,0.39
1990,Guam,Born abroad (US parents),1618.0,72,19628.0,8.24
1990,Guam,Guam,5797.0,231,19628.0,29.53
1990,Guam,Puerto Rico,6038.0,244,19628.0,30.76
1990,Guam,US-Born,6175.0,285,19628.0,31.46
1990,Hawaii (territory),Hawaii (territory),5805.0,282,18352.0,31.63
1990,Hawaii (territory),Philippines,602.0,31,18352.0,3.28
1990,Hawaii (territory),US-Born,11945.0,559,18352.0,65.09
1990,Hong Kong,Born abroad (US parents),586.0,28,50116.0,1.17
1990,Hong Kong,China,724.0,33,50116.0,1.44
1990,Hong Kong,Hong Kong,46465.0,2127,50116.0,92.71
1990,Hong Kong,Thailand,1351.0,65,50116.0,2.7
1990,Hong Kong,US-Born,990.0,45,50116.0,1.98
1990,Hungary,Hungary,1975.0,104,3091.0,63.9
1990,Hungary,US-Born,1116.0,50,3091.0,36.1
1990,Iceland,Africa (ns),988.0,47,389483.0,0.25
1990,Iceland,Born abroad (US parents),2864.0,145,389483.0,0.74
1990,Iceland,Canada,1900.0,87,389483.0,0.49
1990,Iceland,Central America (ns),454.0,21,389483.0,0.12
1990,Iceland,Cuba,621.0,30,389483.0,0.16
1990,Iceland,Finland,451.0,20,389483.0,0.12
1990,Iceland,Germany,1365.0,69,389483.0,0.35
1990,Iceland,Iceland,198020.0,9554,389483.0,50.84
1990,Iceland,Ireland,755.0,38,389483.0,0.19
1990,Iceland,Mexico,607.0,26,389483.0,0.16
1990,Iceland,Poland,1785.0,89,389483.0,0.46
1990,Iceland,Puerto Rico,869.0,42,389483.0,0.22
1990,Iceland,Romania,826.0,42,389483.0,0.21
1990,Iceland,South America (ns),4590.0,218,389483.0,1.18
1990,Iceland,US-Born,172308.0,8496,389483.0,44.24
1990,Iceland,Yugoslavia,1080.0,56,389483.0,0.28
1990,India,Africa (ns),6491.0,302,365546.0,1.78
1990,India,Born abroad (US parents),4191.0,183,365546.0,1.15
1990,India,Cambodia,443.0,22,365546.0,0.12
1990,India,Canada,717.0,32,365546.0,0.2
1990,India,China,2087.0,95,365546.0,0.57
1990,India,India,316359.0,14440,365546.0,86.54
1990,India,Ireland,1281.0,63,365546.0,0.35
1990,India,New Zealand,556.0,28,365546.0,0.15
1990,India,Philippines,998.0,52,365546.0,0.27
1990,India,Poland,816.0,41,365546.0,0.22
1990,India,South America (ns),737.0,32,365546.0,0.2
1990,India,US-Born,29803.0,1409,365546.0,8.15
1990,India,United Kingdom (ns),542.0,29,365546.0,0.15
1990,India,West Indies (ns),525.0,22,365546.0,0.14
1990,Indonesia,China,797.0,39,4705.0,16.94
1990,Indonesia,Indonesia,1872.0,90,4705.0,39.79
1990,Indonesia,US-Born,2036.0,98,4705.0,43.27
1990,Iran,Africa (ns),1224.0,55,46951.0,2.61
1990,Iran,Iran,27163.0,1196,46951.0,57.85
1990,Iran,Israel,661.0,30,46951.0,1.41
1990,Iran,Lebanon,2247.0,106,46951.0,4.79
1990,Iran,Middle East (ns),500.0,26,46951.0,1.06
1990,Iran,South America (ns),550.0,24,46951.0,1.17
1990,Iran,Spain,536.0,28,46951.0,1.14
1990,Iran,Syria,976.0,44,46951.0,2.08
1990,Iran,Turkey,510.0,25,46951.0,1.09
1990,Iran,US-Born,12584.0,583,46951.0,26.8
1990,Iraq,Finland,646.0,33,5980.0,10.8
1990,Iraq,Iraq,3140.0,146,5980.0,52.51
1990,Iraq,US-Born,2194.0,104,5980.0,36.69
1990,Ireland,Africa (ns),1553.0,77,266905.0,0.58
1990,Ireland,Australia,881.0,42,266905.0,0.33
1990,Ireland,Austria,463.0,25,266905.0,0.17
1990,Ireland,Born abroad (US parents),896.0,49,266905.0,0.34
1990,Ireland,Bulgaria,481.0,20,266905.0,0.18
1990,Ireland,Canada,5247.0,266,266905.0,1.97
1990,Ireland,Central America (ns),338.0,21,266905.0,0.13
1990,Ireland,Channel Islands,2702.0,133,266905.0,1.01
1990,Ireland,Code 414,2691.0,135,266905.0,1.01
1990,Ireland,Germany,763.0,33,266905.0,0.29
1990,Ireland,Iceland,704.0,38,266905.0,0.26
1990,Ireland,India,1279.0,63,266905.0,0.48
1990,Ireland,Ireland,52399.0,2651,266905.0,19.63
1990,Ireland,Isle of Man,630.0,33,266905.0,0.24
1990,Ireland,Japan,565.0,29,266905.0,0.21
1990,Ireland,Mexico,703.0,31,266905.0,0.26
1990,Ireland,Philippines,593.0,32,266905.0,0.22
1990,Ireland,Poland,2794.0,132,266905.0,1.05
1990,Ireland,Romania,1314.0,66,266905.0,0.49
1990,Ireland,South America (ns),1650.0,73,266905.0,0.62
1990,Ireland,Spain,506.0,28,266905.0,0.19
1990,Ireland,US-Born,184774.0,9295,266905.0,69.23
1990,Ireland,United Kingdom (ns),1175.0,59,266905.0,0.44
1990,Ireland,West Indies (ns),1804.0,71,266905.0,0.68
1990,Isle of Man,Ireland,645.0,33,5802.0,11.12
1990,Isle of Man,Isle of Man,428.0,22,5802.0,7.38
1990,Isle of Man,US-Born,4729.0,241,5802.0,81.51
1990,Israel,Iran,635.0,30,23442.0,2.71
1990,Israel,Israel,18428.0,786,23442.0,78.61
1990,Israel,Pakistan,442.0,20,23442.0,1.89
1990,Israel,US-Born,3937.0,185,23442.0,16.79
1990,Italy,Italy,18765.0,948,34804.0,53.92
1990,Italy,Poland,1920.0,91,34804.0,5.52
1990,Italy,Romania,1117.0,53,34804.0,3.21
1990,Italy,Spain,1154.0,57,34804.0,3.32
1990,Italy,US-Born,11848.0,587,34804.0,34.04
1990,Japan,Born abroad (US parents),728.0,33,208953.0,0.35
1990,Japan,Canada,724.0,34,208953.0,0.35
1990,Japan,China,2044.0,104,208953.0,0.98
1990,Japan,Ireland,593.0,29,208953.0,0.28
1990,Japan,Japan,77861.0,3620,208953.0,37.26
1990,Japan,Korea,2149.0,99,208953.0,1.03
1990,Japan,Philippines,1068.0,48,208953.0,0.51
1990,Japan,Poland,744.0,38,208953.0,0.36
1990,Japan,South America (ns),503.0,24,208953.0,0.24
1990,Japan,US-Born,122539.0,5998,208953.0,58.64
