ORIGIN,LANGUAGE,MARRIAGE_CATEGORY,SPOUSE_LANGUAGE,WEIGHTED_COUNT,UNWEIGHTED_N
Russia/USSR,Armenian,3rd+ gen American,English/Not Reported,2483.87,107
Russia/USSR,Armenian,Different origin,Armenian,940.52,35
Russia/USSR,Armenian,Different origin,Celtic/Gaelic,19.87,1
Russia/USSR,Armenian,Different origin,English,161.05,4
Russia/USSR,Armenian,Different origin,French,150.39000000000001,3
Russia/USSR,Armenian,Different origin,German,62.34,3
Russia/USSR,Armenian,Different origin,Greek,40.57,2
Russia/USSR,Armenian,Different origin,Latvian,19.87,1
Russia/USSR,Armenian,Different origin,Other,101.52,5
Russia/USSR,Armenian,Different origin,Polish,60.82,3
Russia/USSR,Armenian,Different origin,Slovak,20.33,1
Russia/USSR,Armenian,Different origin,Spanish,19.96,1
Russia/USSR,Armenian,Same heritage,Armenian,30214.399999999998,1016
Russia/USSR,Armenian,Same heritage,Other,20.3,1
Russia/USSR,Czech,3rd+ gen American,English/Not Reported,448.25,13
Russia/USSR,Czech,Different origin,Czech,339.93,9
Russia/USSR,Czech,Different origin,German,80.63,4
Russia/USSR,Czech,Same heritage,Czech,644.9,16
Russia/USSR,Czech,Same heritage,German,100.0,1
Russia/USSR,Dutch/Flemish,3rd+ gen American,English/Not Reported,381.94,7
Russia/USSR,Dutch/Flemish,Different origin,Dutch/Flemish,20.04,1
Russia/USSR,Dutch/Flemish,Different origin,German,100.0,1
Russia/USSR,Dutch/Flemish,Same heritage,Dutch/Flemish,969.22,14
Russia/USSR,Dutch/Flemish,Same heritage,German,100.0,1
Russia/USSR,English,3rd+ gen American,English/Not Reported,1256.74,34
Russia/USSR,English,Different origin,English,664.1700000000001,13
Russia/USSR,English,Different origin,German,100.0,1
Russia/USSR,English,Different origin,Magyar,20.17,1
Russia/USSR,English,Different origin,Romanian,20.36,1
Russia/USSR,English,Different origin,Yiddish/Hebrew,40.34,2
Russia/USSR,English,Same heritage,English,2231.1,38
Russia/USSR,English,Same heritage,German,19.05,1
Russia/USSR,English,Same heritage,Other,40.34,2
Russia/USSR,English,Same heritage,Polish,115.97,2
Russia/USSR,English,Same heritage,Russian,20.3,1
Russia/USSR,English,Same heritage,Yiddish/Hebrew,100.60000000000001,5
Russia/USSR,Finnish,3rd+ gen American,English/Not Reported,230.3,3
Russia/USSR,Finnish,Different origin,English,100.0,1
Russia/USSR,Finnish,Different origin,Finnish,167.42000000000002,4
Russia/USSR,Finnish,Different origin,Swedish,221.41,3
Russia/USSR,Finnish,Same heritage,Finnish,1604.0,16
Russia/USSR,Finnish,Same heritage,Yiddish/Hebrew,20.25,1
Russia/USSR,German,3rd+ gen American,English/Not Reported,34709.65,1076
Russia/USSR,German,3rd+ gen American,German,58.72,3
Russia/USSR,German,Different origin,Celtic/Gaelic,20.36,1
Russia/USSR,German,Different origin,Czech,222.5,3
Russia/USSR,German,Different origin,Dutch/Flemish,192.81,6
Russia/USSR,German,Different origin,English,587.26,21
Russia/USSR,German,Different origin,French,159.17000000000002,4
Russia/USSR,German,Different origin,German,14456.27,336
Russia/USSR,German,Different origin,Italian,40.620000000000005,2
Russia/USSR,German,Different origin,Latvian,20.64,1
Russia/USSR,German,Different origin,Lithuanian,223.34,7
Russia/USSR,German,Different origin,Magyar,281.01,6
Russia/USSR,German,Different origin,Other,39.9,2
Russia/USSR,German,Different origin,Polish,499.74,17
Russia/USSR,German,Different origin,Romanian,221.78,7
Russia/USSR,German,Different origin,Russian,20.11,1
Russia/USSR,German,Different origin,Slovak,120.33,2
Russia/USSR,German,Different origin,Slovenian,189.56,2
Russia/USSR,German,Different origin,Swedish,352.64,10
Russia/USSR,German,Different origin,Yiddish/Hebrew,60.66,3
Russia/USSR,German,Same heritage,Czech,100.0,1
Russia/USSR,German,Same heritage,Dutch/Flemish,100.0,1
Russia/USSR,German,Same heritage,English,19.05,1
Russia/USSR,German,Same heritage,German,192776.56,4256
Russia/USSR,German,Same heritage,Lithuanian,102.87,1
Russia/USSR,German,Same heritage,Other,252.17000000000002,4
Russia/USSR,German,Same heritage,Polish,928.04,10
Russia/USSR,German,Same heritage,Romanian,20.18,1
Russia/USSR,German,Same heritage,Russian,955.25,19
Russia/USSR,German,Same heritage,Yiddish/Hebrew,442.05,10
Russia/USSR,Greek,3rd+ gen American,English/Not Reported,100.0,1
Russia/USSR,Greek,Different origin,English,102.34,1
Russia/USSR,Greek,Different origin,French,100.0,1
Russia/USSR,Greek,Different origin,Greek,40.54,2
Russia/USSR,Greek,Different origin,Polish,100.0,1
Russia/USSR,Greek,Same heritage,Greek,472.72,8
Russia/USSR,Greek,Same heritage,Polish,100.0,1
Russia/USSR,Lithuanian,3rd+ gen American,English/Not Reported,3866.95,68
Russia/USSR,Lithuanian,Different origin,Celtic/Gaelic,191.87,2
Russia/USSR,Lithuanian,Different origin,Dutch/Flemish,20.63,1
Russia/USSR,Lithuanian,Different origin,English,461.29,7
Russia/USSR,Lithuanian,Different origin,Finnish,21.15,1
Russia/USSR,Lithuanian,Different origin,German,343.9,9
Russia/USSR,Lithuanian,Different origin,Italian,20.3,1
Russia/USSR,Lithuanian,Different origin,Lithuanian,932.84,18
Russia/USSR,Lithuanian,Different origin,Magyar,100.0,1
Russia/USSR,Lithuanian,Different origin,Polish,804.47,12
Russia/USSR,Lithuanian,Different origin,Romanian,140.73000000000002,3
Russia/USSR,Lithuanian,Different origin,Ruthenian,20.3,1
Russia/USSR,Lithuanian,Different origin,Slovak,100.0,1
Russia/USSR,Lithuanian,Different origin,Yiddish/Hebrew,20.17,1
Russia/USSR,Lithuanian,Same heritage,German,102.87,1
Russia/USSR,Lithuanian,Same heritage,Lithuanian,86294.4,992
Russia/USSR,Lithuanian,Same heritage,Polish,1422.5,15
Russia/USSR,Lithuanian,Same heritage,Russian,487.82,8
Russia/USSR,Lithuanian,Same heritage,Yiddish/Hebrew,40.5,2
Russia/USSR,Magyar,3rd+ gen American,English/Not Reported,222.89,7
Russia/USSR,Magyar,Different origin,Magyar,442.86,6
Russia/USSR,Magyar,Different origin,Polish,105.73,1
Russia/USSR,Magyar,Different origin,Slovak,100.17,1
Russia/USSR,Magyar,Same heritage,Magyar,686.16,10
Russia/USSR,Magyar,Same heritage,Other,100.0,1
Russia/USSR,Other,3rd+ gen American,English/Not Reported,8543.07,248
Russia/USSR,Other,Different origin,Dutch/Flemish,20.49,1
Russia/USSR,Other,Different origin,English,522.8100000000001,18
Russia/USSR,Other,Different origin,French,40.34,2
Russia/USSR,Other,Different origin,German,585.12,21
Russia/USSR,Other,Different origin,Magyar,59.730000000000004,3
Russia/USSR,Other,Different origin,Other,4409.1,119
Russia/USSR,Other,Different origin,Polish,206.45,6
Russia/USSR,Other,Different origin,Romanian,228.17,3
Russia/USSR,Other,Different origin,Russian,120.97,2
Russia/USSR,Other,Different origin,Spanish,20.04,1
Russia/USSR,Other,Different origin,Yiddish/Hebrew,40.32,2
Russia/USSR,Other,Same heritage,Armenian,20.3,1
Russia/USSR,Other,Same heritage,English,40.34,2
Russia/USSR,Other,Same heritage,German,252.17000000000002,4
Russia/USSR,Other,Same heritage,Magyar,100.0,1
Russia/USSR,Other,Same heritage,Other,65280.08,1410
Russia/USSR,Other,Same heritage,Russian,390.55,7
Russia/USSR,Other,Same heritage,Yiddish/Hebrew,344.07,9
Russia/USSR,Polish,3rd+ gen American,English/Not Reported,11770.76,184
Russia/USSR,Polish,Different origin,Celtic/Gaelic,100.0,1
Russia/USSR,Polish,Different origin,Chinese,20.3,1
Russia/USSR,Polish,Different origin,Czech,623.22,7
Russia/USSR,Polish,Different origin,Danish,101.0,1
Russia/USSR,Polish,Different origin,English,317.93,4
Russia/USSR,Polish,Different origin,French,101.0,1
Russia/USSR,Polish,Different origin,German,3236.86,47
Russia/USSR,Polish,Different origin,Greek,19.89,1
Russia/USSR,Polish,Different origin,Italian,20.04,1
Russia/USSR,Polish,Different origin,Latvian,20.5,1
Russia/USSR,Polish,Different origin,Lithuanian,20.5,1
Russia/USSR,Polish,Different origin,Magyar,321.40999999999997,4
Russia/USSR,Polish,Different origin,Other,122.74000000000001,2
Russia/USSR,Polish,Different origin,Polish,19814.92,284
Russia/USSR,Polish,Different origin,Romanian,303.34000000000003,3
Russia/USSR,Polish,Different origin,Russian,320.9,4
Russia/USSR,Polish,Different origin,Slovak,443.21999999999997,6
Russia/USSR,Polish,Different origin,Slovenian,100.0,1
Russia/USSR,Polish,Different origin,Swedish,101.0,1
Russia/USSR,Polish,Different origin,Yiddish/Hebrew,356.2,6
Russia/USSR,Polish,Same heritage,English,115.97,2
Russia/USSR,Polish,Same heritage,German,928.04,10
Russia/USSR,Polish,Same heritage,Greek,100.0,1
Russia/USSR,Polish,Same heritage,Lithuanian,1422.5,15
Russia/USSR,Polish,Same heritage,Polish,197239.44,2200
Russia/USSR,Polish,Same heritage,Russian,2048.91,30
Russia/USSR,Polish,Same heritage,Yiddish/Hebrew,864.36,19
Russia/USSR,Romanian,3rd+ gen American,English/Not Reported,20.3,1
Russia/USSR,Romanian,Different origin,Lithuanian,20.61,1
Russia/USSR,Romanian,Different origin,Magyar,20.36,1
Russia/USSR,Romanian,Different origin,Polish,100.17,1
Russia/USSR,Romanian,Different origin,Romanian,183.03,5
Russia/USSR,Romanian,Same heritage,German,20.18,1
Russia/USSR,Romanian,Same heritage,Romanian,161.08,8
Russia/USSR,Russian,3rd+ gen American,English,40.93,2
Russia/USSR,Russian,3rd+ gen American,English/Not Reported,48454.64,1632
Russia/USSR,Russian,3rd+ gen American,French,20.19,1
Russia/USSR,Russian,3rd+ gen American,Russian,61.26,3
Russia/USSR,Russian,Different origin,Celtic/Gaelic,122.13,2
Russia/USSR,Russian,Different origin,Chinese,20.5,1
Russia/USSR,Russian,Different origin,Czech,785.4200000000001,23
Russia/USSR,Russian,Different origin,Danish,201.46,6
Russia/USSR,Russian,Different origin,Dutch/Flemish,221.14000000000001,7
Russia/USSR,Russian,Different origin,English,3468.61,109
Russia/USSR,Russian,Different origin,Finnish,215.04,7
Russia/USSR,Russian,Different origin,French,636.57,19
Russia/USSR,Russian,Different origin,German,13880.87,351
Russia/USSR,Russian,Different origin,Greek,122.01,6
Russia/USSR,Russian,Different origin,Italian,446.09000000000003,14
Russia/USSR,Russian,Different origin,Latvian,20.41,1
Russia/USSR,Russian,Different origin,Lithuanian,864.43,39
Russia/USSR,Russian,Different origin,Magyar,2710.86,70
Russia/USSR,Russian,Different origin,Norwegian,20.04,1
Russia/USSR,Russian,Different origin,Other,866.59,19
Russia/USSR,Russian,Different origin,Polish,12128.75,433
Russia/USSR,Russian,Different origin,Portuguese,106.27,1
Russia/USSR,Russian,Different origin,Romanian,3125.52,94
Russia/USSR,Russian,Different origin,Russian,6936.03,206
Russia/USSR,Russian,Different origin,Ruthenian,812.36,32
Russia/USSR,Russian,Different origin,Serbian/Croatian,220.15,7
Russia/USSR,Russian,Different origin,Slovak,814.52,28
Russia/USSR,Russian,Different origin,Slovenian,259.6,5
Russia/USSR,Russian,Different origin,Spanish,160.74,4
Russia/USSR,Russian,Different origin,Swedish,537.95,10
Russia/USSR,Russian,Different origin,Yiddish/Hebrew,3195.27,102
Russia/USSR,Russian,Same heritage,English,20.3,1
Russia/USSR,Russian,Same heritage,French,40.13,2
Russia/USSR,Russian,Same heritage,German,955.25,19
Russia/USSR,Russian,Same heritage,Lithuanian,487.82,8
Russia/USSR,Russian,Same heritage,Other,390.55,7
Russia/USSR,Russian,Same heritage,Polish,2048.91,30
Russia/USSR,Russian,Same heritage,Russian,328937.66,8334
Russia/USSR,Russian,Same heritage,Ruthenian,347.17,5
Russia/USSR,Russian,Same heritage,Yiddish/Hebrew,3406.59,113
Russia/USSR,Ruthenian,3rd+ gen American,English/Not Reported,945.01,27
Russia/USSR,Ruthenian,Different origin,Czech,41.08,2
Russia/USSR,Ruthenian,Different origin,English,20.12,1
Russia/USSR,Ruthenian,Different origin,German,80.72999999999999,4
Russia/USSR,Ruthenian,Different origin,Greek,20.46,1
Russia/USSR,Ruthenian,Different origin,Lithuanian,20.17,1
Russia/USSR,Ruthenian,Different origin,Magyar,60.879999999999995,3
Russia/USSR,Ruthenian,Different origin,Other,20.02,1
Russia/USSR,Ruthenian,Different origin,Polish,649.05,20
Russia/USSR,Ruthenian,Different origin,Russian,39.6,2
Russia/USSR,Ruthenian,Different origin,Ruthenian,991.84,25
Russia/USSR,Ruthenian,Different origin,Slovak,140.36,3
Russia/USSR,Ruthenian,Different origin,Spanish,20.3,1
Russia/USSR,Ruthenian,Different origin,Swedish,20.04,1
Russia/USSR,Ruthenian,Same heritage,Russian,347.17,5
Russia/USSR,Ruthenian,Same heritage,Ruthenian,14435.16,430
Russia/USSR,Ruthenian,Same heritage,Yiddish/Hebrew,19.96,1
Russia/USSR,Slovak,3rd+ gen American,English/Not Reported,120.96000000000001,6
Russia/USSR,Slovak,Different origin,Danish,98.35,1
Russia/USSR,Slovak,Different origin,French,20.21,1
Russia/USSR,Slovak,Different origin,Greek,20.06,1
Russia/USSR,Slovak,Different origin,Polish,19.79,1
Russia/USSR,Slovak,Different origin,Slovak,242.52,8
Russia/USSR,Slovak,Same heritage,Slovak,1304.7,32
Russia/USSR,Slovenian,Different origin,Slovenian,140.97,3
Russia/USSR,Slovenian,Same heritage,Slovenian,842.6,10
Russia/USSR,Swedish,3rd+ gen American,English/Not Reported,200.44,6
Russia/USSR,Swedish,Different origin,Danish,101.0,1
Russia/USSR,Swedish,Different origin,English,102.34,1
Russia/USSR,Swedish,Different origin,Finnish,121.92,2
Russia/USSR,Swedish,Different origin,Swedish,202.34,2
Russia/USSR,Swedish,Same heritage,Swedish,799.08,8
Russia/USSR,Yiddish/Hebrew,3rd+ gen American,English/Not Reported,98125.81,3431
Russia/USSR,Yiddish/Hebrew,3rd+ gen American,Yiddish/Hebrew,20.17,1
Russia/USSR,Yiddish/Hebrew,Different origin,Celtic/Gaelic,20.17,1
Russia/USSR,Yiddish/Hebrew,Different origin,Czech,181.48,5
Russia/USSR,Yiddish/Hebrew,Different origin,Dutch/Flemish,140.12,3
Russia/USSR,Yiddish/Hebrew,Different origin,English,5058.4400000000005,166
Russia/USSR,Yiddish/Hebrew,Different origin,Finnish,19.38,1
Russia/USSR,Yiddish/Hebrew,Different origin,French,300.13,7
Russia/USSR,Yiddish/Hebrew,Different origin,German,7787.36,214
Russia/USSR,Yiddish/Hebrew,Different origin,Greek,40.14,2
Russia/USSR,Yiddish/Hebrew,Different origin,Italian,727.58,24
Russia/USSR,Yiddish/Hebrew,Different origin,Latvian,20.3,1
Russia/USSR,Yiddish/Hebrew,Different origin,Lithuanian,343.12,17
Russia/USSR,Yiddish/Hebrew,Different origin,Magyar,2015.9,64
Russia/USSR,Yiddish/Hebrew,Different origin,Norwegian,100.17,1
Russia/USSR,Yiddish/Hebrew,Different origin,Other,303.52,15
Russia/USSR,Yiddish/Hebrew,Different origin,Polish,4213.51,137
Russia/USSR,Yiddish/Hebrew,Different origin,Romanian,2308.57,71
Russia/USSR,Yiddish/Hebrew,Different origin,Russian,160.6,8
Russia/USSR,Yiddish/Hebrew,Different origin,Ruthenian,100.6,1
Russia/USSR,Yiddish/Hebrew,Different origin,Serbian/Croatian,19.97,1
Russia/USSR,Yiddish/Hebrew,Different origin,Slovak,20.3,1
Russia/USSR,Yiddish/Hebrew,Different origin,Slovenian,19.96,1
Russia/USSR,Yiddish/Hebrew,Different origin,Spanish,141.45,3
Russia/USSR,Yiddish/Hebrew,Different origin,Swedish,20.49,1
Russia/USSR,Yiddish/Hebrew,Different origin,Yiddish/Hebrew,86906.83,2603
Russia/USSR,Yiddish/Hebrew,Same heritage,English,100.60000000000001,5
Russia/USSR,Yiddish/Hebrew,Same heritage,Finnish,20.25,1
Russia/USSR,Yiddish/Hebrew,Same heritage,German,442.05,10
Russia/USSR,Yiddish/Hebrew,Same heritage,Italian,20.1,1
Russia/USSR,Yiddish/Hebrew,Same heritage,Lithuanian,40.5,2
Russia/USSR,Yiddish/Hebrew,Same heritage,Other,344.07,9
Russia/USSR,Yiddish/Hebrew,Same heritage,Polish,864.36,19
Russia/USSR,Yiddish/Hebrew,Same heritage,Russian,3406.59,113
Russia/USSR,Yiddish/Hebrew,Same heritage,Ruthenian,19.96,1
Russia/USSR,Yiddish/Hebrew,Same heritage,Yiddish/Hebrew,1192249.5,28230
Scotland,Celtic/Gaelic,3rd+ gen American,Celtic/Gaelic,20.18,1
Scotland,Celtic/Gaelic,3rd+ gen American,English,20.04,1
Scotland,Celtic/Gaelic,3rd+ gen American,English/Not Reported,50523.88,957
Scotland,Celtic/Gaelic,Different origin,Celtic/Gaelic,5540.66,79
Scotland,Celtic/Gaelic,Different origin,Danish,204.93,5
Scotland,Celtic/Gaelic,Different origin,Dutch/Flemish,238.79999999999998,4
Scotland,Celtic/Gaelic,Different origin,English,15581.51,277
Scotland,Celtic/Gaelic,Different origin,French,589.63,13
Scotland,Celtic/Gaelic,Different origin,German,1690.5,31
Scotland,Celtic/Gaelic,Different origin,Italian,163.96,4
Scotland,Celtic/Gaelic,Different origin,Latvian,103.62,1
Scotland,Celtic/Gaelic,Different origin,Norwegian,140.61,3
Scotland,Celtic/Gaelic,Different origin,Other,40.22,2
Scotland,Celtic/Gaelic,Different origin,Polish,40.51,2
Scotland,Celtic/Gaelic,Different origin,Portuguese,196.86,2
Scotland,Celtic/Gaelic,Different origin,Russian,20.08,1
Scotland,Celtic/Gaelic,Different origin,Slovak,20.42,1
Scotland,Celtic/Gaelic,Different origin,Spanish,99.24,1
Scotland,Celtic/Gaelic,Different origin,Swedish,733.46,12
Scotland,Celtic/Gaelic,Different origin,Yiddish/Hebrew,20.17,1
Scotland,Celtic/Gaelic,Same heritage,Celtic/Gaelic,54282.98,1070
Scotland,Celtic/Gaelic,Same heritage,English,1694.84,25
Scotland,Celtic/Gaelic,Same heritage,German,20.14,1
Scotland,English,3rd+ gen American,English,141.61,7
Scotland,English,3rd+ gen American,English/Not Reported,125165.55,3413
Scotland,English,Different origin,Armenian,101.0,1
Scotland,English,Different origin,Celtic/Gaelic,1542.9,29
Scotland,English,Different origin,Czech,254.45,4
Scotland,English,Different origin,Danish,758.23,21
Scotland,English,Different origin,Dutch/Flemish,262.74,13
Scotland,English,Different origin,English,61139.8,1661
Scotland,English,Different origin,Finnish,40.06,2
Scotland,English,Different origin,French,1611.32,40
Scotland,English,Different origin,German,3941.67,104
Scotland,English,Different origin,Greek,202.84,6
Scotland,English,Different origin,Italian,648.71,16
Scotland,English,Different origin,Latvian,20.3,1
Scotland,English,Different origin,Lithuanian,40.28,2
Scotland,English,Different origin,Magyar,60.29,3
Scotland,English,Different origin,Norwegian,1187.76,27
Scotland,English,Different origin,Other,283.38,6
Scotland,English,Different origin,Polish,180.55,5
Scotland,English,Different origin,Portuguese,20.25,1
Scotland,English,Different origin,Russian,247.59,8
Scotland,English,Different origin,Slovenian,20.5,1
Scotland,English,Different origin,Spanish,200.6,6
Scotland,English,Different origin,Swedish,2130.86,52
Scotland,English,Different origin,Yiddish/Hebrew,381.69,11
Scotland,English,Same heritage,Celtic/Gaelic,1694.84,25
Scotland,English,Same heritage,English,174435.08,5198
Scotland,English,Same heritage,French,100.0,1
Scotland,English,Same heritage,Swedish,99.67,1
South America,English,3rd+ gen American,English/Not Reported,1834.39,62
South America,English,Different origin,Danish,20.3,1
South America,English,Different origin,English,707.34,23
South America,English,Different origin,French,20.3,1
South America,English,Different origin,Italian,60.18,3
South America,English,Different origin,Portuguese,20.14,1
South America,English,Different origin,Russian,40.620000000000005,2
South America,English,Different origin,Spanish,20.04,1
South America,English,Same heritage,English,1182.44,44
South America,German,3rd+ gen American,English/Not Reported,377.9,15
South America,German,Different origin,English,116.76,2
South America,German,Different origin,German,202.3,10
South America,Italian,3rd+ gen American,English/Not Reported,1285.83,48
South America,Italian,Different origin,German,20.5,1
South America,Italian,Different origin,Italian,2945.97,121
South America,Italian,Different origin,Other,20.38,1
South America,Italian,Same heritage,Italian,121.6,6
South America,Portuguese,3rd+ gen American,English/Not Reported,912.91,29
South America,Portuguese,Different origin,French,20.49,1
South America,Portuguese,Different origin,German,98.22,1
South America,Portuguese,Different origin,Italian,78.34,4
South America,Portuguese,Different origin,Portuguese,678.85,30
South America,Portuguese,Different origin,Russian,20.17,1
South America,Portuguese,Different origin,Spanish,39.93,2
South America,Portuguese,Same heritage,Portuguese,119.78,6
South America,Spanish,3rd+ gen American,English/Not Reported,3196.34,110
South America,Spanish,Different origin,Chinese,20.3,1
South America,Spanish,Different origin,Danish,120.89999999999999,2
South America,Spanish,Different origin,Dutch/Flemish,20.3,1
South America,Spanish,Different origin,English,472.22,14
South America,Spanish,Different origin,French,39.620000000000005,2
South America,Spanish,Different origin,German,427.26,13
South America,Spanish,Different origin,Greek,20.17,1
South America,Spanish,Different origin,Italian,812.58,20
South America,Spanish,Different origin,Magyar,40.13,2
South America,Spanish,Different origin,Other,41.41,2
South America,Spanish,Different origin,Polish,20.05,1
South America,Spanish,Different origin,Portuguese,141.04999999999998,3
South America,Spanish,Different origin,Ruthenian,20.3,1
South America,Spanish,Different origin,Serbian/Croatian,20.3,1
South America,Spanish,Different origin,Spanish,872.11,43
South America,Spanish,Different origin,Yiddish/Hebrew,121.28,2
South America,Spanish,Same heritage,Spanish,2261.04,96
Spain,Other,3rd+ gen American,English/Not Reported,20.07,1
Spain,Other,Different origin,Other,19.3,1
Spain,Other,Same heritage,Other,921.56,22
Spain,Spanish,3rd+ gen American,English/Not Reported,8531.86,289
Spain,Spanish,Different origin,Celtic/Gaelic,99.24,1
Spain,Spanish,Different origin,Czech,100.6,1
Spain,Spanish,Different origin,Dutch/Flemish,60.06,3
Spain,Spanish,Different origin,English,1093.26,30
Spain,Spanish,Different origin,French,1072.1,29
Spain,Spanish,Different origin,German,464.17,15
Spain,Spanish,Different origin,Italian,1315.71,41
Spain,Spanish,Different origin,Magyar,140.2,3
Spain,Spanish,Different origin,Norwegian,19.86,1
Spain,Spanish,Different origin,Other,60.58,3
Spain,Spanish,Different origin,Polish,60.900000000000006,3
Spain,Spanish,Different origin,Portuguese,299.38,11
Spain,Spanish,Different origin,Russian,119.96000000000001,2
Spain,Spanish,Different origin,Spanish,3852.94,126
Spain,Spanish,Different origin,Swedish,120.63999999999999,2
Spain,Spanish,Different origin,Yiddish/Hebrew,20.17,1
Spain,Spanish,Same heritage,Spanish,35413.46,1074
Sweden,Danish,3rd+ gen American,English/Not Reported,374.81,10
Sweden,Danish,Different origin,Danish,81.59,4
Sweden,Danish,Different origin,English,19.93,1
Sweden,Danish,Different origin,French,19.95,1
Sweden,Danish,Same heritage,Danish,39.9,2
Sweden,Danish,Same heritage,Norwegian,19.96,1
Sweden,Danish,Same heritage,Swedish,40.58,2
Sweden,English,3rd+ gen American,English,20.33,1
Sweden,English,3rd+ gen American,English/Not Reported,1268.64,32
Sweden,English,Different origin,English,388.28,7
Sweden,English,Different origin,Finnish,100.0,1
Sweden,English,Different origin,Norwegian,20.41,1
Sweden,English,Same heritage,English,1251.64,22
Sweden,English,Same heritage,Swedish,364.51,6
Sweden,Finnish,3rd+ gen American,English/Not Reported,184.09,5
Sweden,Finnish,Different origin,Finnish,940.43,23
Sweden,Finnish,Different origin,Norwegian,20.45,1
Sweden,Finnish,Same heritage,Finnish,569.5,12
Sweden,German,3rd+ gen American,English/Not Reported,667.34,13
Sweden,German,Different origin,English,20.61,1
Sweden,German,Different origin,German,262.71999999999997,5
Sweden,German,Different origin,Norwegian,99.24,1
Sweden,German,Different origin,Polish,19.98,1
Sweden,German,Different origin,Swedish,19.95,1
Sweden,German,Different origin,Yiddish/Hebrew,20.18,1
Sweden,German,Same heritage,German,808.54,10
Sweden,German,Same heritage,Swedish,101.0,1
Sweden,Norwegian,3rd+ gen American,English/Not Reported,265.64,6
Sweden,Norwegian,Different origin,Celtic/Gaelic,101.0,1
Sweden,Norwegian,Different origin,Czech,20.18,1
Sweden,Norwegian,Different origin,English,19.52,1
Sweden,Norwegian,Different origin,German,20.23,1
Sweden,Norwegian,Different origin,Norwegian,362.51,10
Sweden,Norwegian,Same heritage,Danish,19.96,1
Sweden,Norwegian,Same heritage,Norwegian,39.94,2
Sweden,Norwegian,Same heritage,Swedish,268.23,5
Sweden,Swedish,3rd+ gen American,Celtic/Gaelic,20.36,1
Sweden,Swedish,3rd+ gen American,English,159.68,8
Sweden,Swedish,3rd+ gen American,English/Not Reported,241867.53,6239
Sweden,Swedish,3rd+ gen American,French,20.19,1
Sweden,Swedish,3rd+ gen American,German,19.95,1
Sweden,Swedish,3rd+ gen American,Norwegian,19.78,1
Sweden,Swedish,3rd+ gen American,Swedish,39.519999999999996,2
Sweden,Swedish,Different origin,Celtic/Gaelic,2372.47,34
Sweden,Swedish,Different origin,Czech,630.31,15
Sweden,Swedish,Different origin,Danish,13329.02,273
Sweden,Swedish,Different origin,Dutch/Flemish,550.37,12
Sweden,Swedish,Different origin,English,18293.13,422
Sweden,Swedish,Different origin,Finnish,5030.25,132
Sweden,Swedish,Different origin,French,2001.15,46
Sweden,Swedish,Different origin,German,14229.23,308
Sweden,Swedish,Different origin,Greek,240.94,8
Sweden,Swedish,Different origin,Italian,1113.21,27
Sweden,Swedish,Different origin,Japanese,20.04,1
Sweden,Swedish,Different origin,Lithuanian,100.73,5
Sweden,Swedish,Different origin,Magyar,229.84,3
Sweden,Swedish,Different origin,Norwegian,37472.06,885
Sweden,Swedish,Different origin,Other,60.11,3
Sweden,Swedish,Different origin,Polish,342.61,13
Sweden,Swedish,Different origin,Portuguese,19.93,1
Sweden,Swedish,Different origin,Romanian,20.18,1
Sweden,Swedish,Different origin,Russian,532.39,10
Sweden,Swedish,Different origin,Ruthenian,20.04,1
Sweden,Swedish,Different origin,Serbian/Croatian,20.18,1
Sweden,Swedish,Different origin,Slovak,60.5,3
Sweden,Swedish,Different origin,Spanish,221.42,7
Sweden,Swedish,Different origin,Swedish,6715.39,164
Sweden,Swedish,Different origin,Yiddish/Hebrew,20.49,1
Sweden,Swedish,Same heritage,Danish,40.58,2
Sweden,Swedish,Same heritage,English,364.51,6
Sweden,Swedish,Same heritage,German,101.0,1
Sweden,Swedish,Same heritage,Norwegian,268.23,5
Sweden,Swedish,Same heritage,Swedish,819109.42,17666
Switzerland,Dutch/Flemish,3rd+ gen American,English/Not Reported,443.21,9
Switzerland,Dutch/Flemish,Different origin,German,20.13,1
Switzerland,Dutch/Flemish,Same heritage,Dutch/Flemish,242.3,4
Switzerland,English,3rd+ gen American,English/Not Reported,1465.74,24
Switzerland,English,Different origin,English,273.05,5
Switzerland,English,Different origin,Italian,20.3,1
Switzerland,English,Same heritage,English,200.0,2
Switzerland,English,Same heritage,German,100.0,1
Switzerland,French,3rd+ gen American,English/Not Reported,8098.21,192
Switzerland,French,Different origin,Czech,100.18,1
Switzerland,French,Different origin,Danish,39.97,2
Switzerland,French,Different origin,Dutch/Flemish,142.9,3
Switzerland,French,Different origin,English,864.25,31
Switzerland,French,Different origin,French,2757.59,68
Switzerland,French,Different origin,German,1356.3799999999999,32
Switzerland,French,Different origin,Greek,140.26,3
Switzerland,French,Different origin,Italian,160.48,4
Switzerland,French,Different origin,Norwegian,39.760000000000005,2
Switzerland,French,Different origin,Other,121.3,2
Switzerland,French,Different origin,Russian,40.44,2
Switzerland,French,Different origin,Spanish,141.09,3
Switzerland,French,Same heritage,French,6171.6,154
Switzerland,French,Same heritage,German,1044.23,20
Switzerland,French,Same heritage,Italian,60.59,3
Switzerland,German,3rd+ gen American,English,20.38,1
Switzerland,German,3rd+ gen American,English/Not Reported,60562.93,1381
Switzerland,German,Different origin,Celtic/Gaelic,589.15,9
Switzerland,German,Different origin,Czech,160.36,4
