ORIGIN,LANGUAGE,MARRIAGE_CATEGORY,SPOUSE_LANGUAGE,WEIGHTED_COUNT,UNWEIGHTED_N
Switzerland,German,Different origin,Danish,617.65,10
Switzerland,German,Different origin,Dutch/Flemish,201.81,6
Switzerland,German,Different origin,English,3328.39,74
Switzerland,German,Different origin,Finnish,119.96,2
Switzerland,German,Different origin,French,1545.85,41
Switzerland,German,Different origin,German,32140.08,673
Switzerland,German,Different origin,Greek,39.1,2
Switzerland,German,Different origin,Italian,971.99,16
Switzerland,German,Different origin,Japanese,20.3,1
Switzerland,German,Different origin,Lithuanian,60.81,3
Switzerland,German,Different origin,Magyar,380.35,7
Switzerland,German,Different origin,Norwegian,408.82,17
Switzerland,German,Different origin,Other,202.76,3
Switzerland,German,Different origin,Polish,257.53000000000003,5
Switzerland,German,Different origin,Portuguese,19.93,1
Switzerland,German,Different origin,Romanian,119.96000000000001,2
Switzerland,German,Different origin,Russian,177.47,5
Switzerland,German,Different origin,Ruthenian,20.38,1
Switzerland,German,Different origin,Serbian/Croatian,20.3,1
Switzerland,German,Different origin,Slovak,140.39,3
Switzerland,German,Different origin,Slovenian,102.34,1
Switzerland,German,Different origin,Spanish,161.35999999999999,4
Switzerland,German,Different origin,Swedish,459.59,11
Switzerland,German,Different origin,Yiddish/Hebrew,19.96,1
Switzerland,German,Same heritage,English,100.0,1
Switzerland,German,Same heritage,French,1044.23,20
Switzerland,German,Same heritage,German,71455.24,1548
Switzerland,German,Same heritage,Italian,77.78999999999999,4
Switzerland,German,Same heritage,Other,19.98,1
Switzerland,German,Same heritage,Romanian,220.42,2
Switzerland,German,Same heritage,Swedish,21.97,1
Switzerland,Italian,3rd+ gen American,English/Not Reported,3411.58,95
Switzerland,Italian,Different origin,Celtic/Gaelic,100.0,1
Switzerland,Italian,Different origin,Danish,20.44,1
Switzerland,Italian,Different origin,English,80.98,4
Switzerland,Italian,Different origin,French,20.3,1
Switzerland,Italian,Different origin,German,180.5,5
Switzerland,Italian,Different origin,Italian,2152.89,59
Switzerland,Italian,Different origin,Magyar,19.96,1
Switzerland,Italian,Different origin,Spanish,120.06,2
Switzerland,Italian,Different origin,Swedish,101.0,1
Switzerland,Italian,Same heritage,French,60.59,3
Switzerland,Italian,Same heritage,German,77.78999999999999,4
Switzerland,Italian,Same heritage,Italian,6087.26,158
Switzerland,Romanian,3rd+ gen American,English/Not Reported,119.91999999999999,2
Switzerland,Romanian,Different origin,English,100.0,1
Switzerland,Romanian,Different origin,German,40.480000000000004,2
Switzerland,Romanian,Same heritage,German,220.42,2
Switzerland,Romanian,Same heritage,Romanian,42.22,2
Switzerland,Swedish,3rd+ gen American,English/Not Reported,1377.83,26
Switzerland,Swedish,Different origin,English,40.120000000000005,2
Switzerland,Swedish,Different origin,French,20.18,1
Switzerland,Swedish,Different origin,German,301.24,7
Switzerland,Swedish,Different origin,Polish,100.0,1
Switzerland,Swedish,Different origin,Swedish,40.21,2
Switzerland,Swedish,Same heritage,German,21.97,1
Switzerland,Swedish,Same heritage,Swedish,442.04,14
Syria,Armenian,3rd+ gen American,English/Not Reported,19.29,1
Syria,Armenian,Different origin,Armenian,143.55,3
Syria,Armenian,Different origin,Other,20.36,1
Syria,Armenian,Same heritage,Armenian,444.22,14
Syria,Other,3rd+ gen American,English/Not Reported,7384.36,273
Syria,Other,Different origin,Armenian,40.42,2
Syria,Other,Different origin,Danish,135.86,1
Syria,Other,Different origin,English,121.56,6
Syria,Other,Different origin,French,362.79,7
Syria,Other,Different origin,German,40.28,2
Syria,Other,Different origin,Greek,60.81999999999999,3
Syria,Other,Different origin,Italian,285.37,10
Syria,Other,Different origin,Latvian,20.06,1
Syria,Other,Different origin,Magyar,20.06,1
Syria,Other,Different origin,Other,900.44,20
Syria,Other,Different origin,Polish,40.6,2
Syria,Other,Different origin,Romanian,20.02,1
Syria,Other,Different origin,Russian,116.92,2
Syria,Other,Different origin,Slovak,121.48,2
Syria,Other,Different origin,Spanish,122.95,6
Syria,Other,Different origin,Yiddish/Hebrew,20.51,1
Syria,Other,Same heritage,English,19.87,1
Syria,Other,Same heritage,French,40.230000000000004,2
Syria,Other,Same heritage,Other,56016.86,1718
Turkey,Armenian,3rd+ gen American,English/Not Reported,975.98,40
Turkey,Armenian,Different origin,Armenian,1029.3799999999999,39
Turkey,Armenian,Different origin,Czech,20.04,1
Turkey,Armenian,Different origin,English,141.21,3
Turkey,Armenian,Different origin,Greek,81.11,4
Turkey,Armenian,Different origin,Other,19.96,1
Turkey,Armenian,Different origin,Polish,20.3,1
Turkey,Armenian,Different origin,Spanish,19.02,1
Turkey,Armenian,Different origin,Swedish,20.04,1
Turkey,Armenian,Same heritage,Armenian,17822.84,562
Turkey,Armenian,Same heritage,French,105.04,1
Turkey,Armenian,Same heritage,Other,126.91999999999999,2
Turkey,Greek,3rd+ gen American,English/Not Reported,996.33,42
Turkey,Greek,Different origin,Czech,20.14,1
Turkey,Greek,Different origin,English,20.17,1
Turkey,Greek,Different origin,German,60.5,3
Turkey,Greek,Different origin,Greek,1329.56,58
Turkey,Greek,Different origin,Italian,20.08,1
Turkey,Greek,Different origin,Latvian,100.0,1
Turkey,Greek,Different origin,Other,20.23,1
Turkey,Greek,Different origin,Portuguese,20.04,1
Turkey,Greek,Different origin,Romanian,19.83,1
Turkey,Greek,Different origin,Ruthenian,20.46,1
Turkey,Greek,Different origin,Serbian/Croatian,100.6,1
Turkey,Greek,Different origin,Yiddish/Hebrew,19.96,1
Turkey,Greek,Same heritage,French,20.04,1
Turkey,Greek,Same heritage,Greek,6972.82,290
Turkey,Other,3rd+ gen American,English/Not Reported,1878.92,53
Turkey,Other,Different origin,Armenian,101.42,5
Turkey,Other,Different origin,Celtic/Gaelic,20.04,1
Turkey,Other,Different origin,English,282.55,6
Turkey,Other,Different origin,French,244.68,4
Turkey,Other,Different origin,German,81.50999999999999,4
Turkey,Other,Different origin,Greek,582.4,17
Turkey,Other,Different origin,Italian,60.010000000000005,3
Turkey,Other,Different origin,Norwegian,20.52,1
Turkey,Other,Different origin,Other,341.0,5
Turkey,Other,Different origin,Russian,40.13,2
Turkey,Other,Different origin,Slovak,102.7,1
Turkey,Other,Different origin,Spanish,39.92,2
Turkey,Other,Different origin,Yiddish/Hebrew,222.66,7
Turkey,Other,Same heritage,Armenian,126.91999999999999,2
Turkey,Other,Same heritage,Other,19234.26,366
Turkey,Other,Same heritage,Spanish,120.77,2
Turkey,Other,Same heritage,Yiddish/Hebrew,20.3,1
Turkey,Spanish,3rd+ gen American,English/Not Reported,140.66,7
Turkey,Spanish,Different origin,German,20.17,1
Turkey,Spanish,Different origin,Greek,201.43,6
Turkey,Spanish,Different origin,Russian,40.14,2
Turkey,Spanish,Different origin,Spanish,121.13,6
Turkey,Spanish,Different origin,Yiddish/Hebrew,160.22,4
Turkey,Spanish,Same heritage,French,20.3,1
Turkey,Spanish,Same heritage,Other,120.77,2
Turkey,Spanish,Same heritage,Spanish,5366.08,202
Turkey,Yiddish/Hebrew,3rd+ gen American,English/Not Reported,469.42,7
Turkey,Yiddish/Hebrew,Different origin,Italian,20.17,1
Turkey,Yiddish/Hebrew,Different origin,Yiddish/Hebrew,827.62,13
Turkey,Yiddish/Hebrew,Same heritage,Other,20.3,1
Turkey,Yiddish/Hebrew,Same heritage,Yiddish/Hebrew,1221.94,20
US Virgin Islands,English,3rd+ gen American,English/Not Reported,1051.17,32
US Virgin Islands,English,Different origin,English,403.57,16
US Virgin Islands,English,Different origin,Portuguese,21.11,1
US Virgin Islands,English,Different origin,Spanish,162.9,4
US Virgin Islands,English,Same heritage,English,1816.7,74
Wales,Celtic/Gaelic,3rd+ gen American,Celtic/Gaelic,105.96,1
Wales,Celtic/Gaelic,3rd+ gen American,English/Not Reported,37008.24,704
Wales,Celtic/Gaelic,Different origin,Celtic/Gaelic,2173.34,32
Wales,Celtic/Gaelic,Different origin,Danish,20.14,1
Wales,Celtic/Gaelic,Different origin,English,6055.69,115
Wales,Celtic/Gaelic,Different origin,French,20.04,1
Wales,Celtic/Gaelic,Different origin,German,733.37,12
Wales,Celtic/Gaelic,Different origin,Greek,20.38,1
Wales,Celtic/Gaelic,Different origin,Italian,20.05,1
Wales,Celtic/Gaelic,Different origin,Magyar,20.03,1
Wales,Celtic/Gaelic,Different origin,Norwegian,20.22,1
Wales,Celtic/Gaelic,Different origin,Polish,20.08,1
Wales,Celtic/Gaelic,Different origin,Russian,100.0,1
Wales,Celtic/Gaelic,Different origin,Swedish,294.84,7
Wales,Celtic/Gaelic,Same heritage,Celtic/Gaelic,37314.18,666
Wales,Celtic/Gaelic,Same heritage,English,1109.94,23
Wales,English,3rd+ gen American,English,60.81,3
Wales,English,3rd+ gen American,English/Not Reported,24513.69,630
Wales,English,Different origin,Celtic/Gaelic,413.71,9
Wales,English,Different origin,Danish,19.82,1
Wales,English,Different origin,Dutch/Flemish,20.18,1
Wales,English,Different origin,English,10927.09,261
Wales,English,Different origin,Finnish,101.0,1
Wales,English,Different origin,German,444.53,10
Wales,English,Different origin,Greek,20.57,1
Wales,English,Different origin,Norwegian,140.71,3
Wales,English,Different origin,Swedish,317.74,4
Wales,English,Same heritage,Celtic/Gaelic,1109.94,23
Wales,English,Same heritage,English,14889.98,384
West Indies,Dutch/Flemish,3rd+ gen American,English/Not Reported,122.18,6
West Indies,Dutch/Flemish,Different origin,Spanish,200.98000000000002,6
West Indies,Dutch/Flemish,Same heritage,Dutch/Flemish,80.52000000000001,4
West Indies,Dutch/Flemish,Same heritage,English,321.9,4
West Indies,English,3rd+ gen American,English,41.16,2
West Indies,English,3rd+ gen American,English/Not Reported,23229.15,659
West Indies,English,Different origin,Celtic/Gaelic,102.38,5
West Indies,English,Different origin,Chinese,20.3,1
West Indies,English,Different origin,Dutch/Flemish,20.14,1
West Indies,English,Different origin,English,3494.84,92
West Indies,English,Different origin,French,141.6,3
West Indies,English,Different origin,German,120.73,6
West Indies,English,Different origin,Greek,61.46,3
West Indies,English,Different origin,Italian,40.18,2
West Indies,English,Different origin,Magyar,20.14,1
West Indies,English,Different origin,Norwegian,20.3,1
West Indies,English,Different origin,Polish,40.44,2
West Indies,English,Different origin,Portuguese,301.64,7
West Indies,English,Different origin,Spanish,662.69,15
West Indies,English,Different origin,Swedish,120.91999999999999,2
West Indies,English,Different origin,Yiddish/Hebrew,19.96,1
West Indies,English,Same heritage,Dutch/Flemish,321.9,4
West Indies,English,Same heritage,English,53635.840000000004,1740
West Indies,English,Same heritage,French,60.77,3
West Indies,English,Same heritage,Spanish,20.17,1
West Indies,French,3rd+ gen American,English/Not Reported,922.6,18
West Indies,French,Different origin,English,40.34,2
West Indies,French,Different origin,French,40.47,2
West Indies,French,Different origin,German,20.3,1
West Indies,French,Same heritage,Danish,20.3,1
West Indies,French,Same heritage,English,60.77,3
West Indies,French,Same heritage,French,644.88,16
West Indies,Spanish,3rd+ gen American,English/Not Reported,1149.38,29
West Indies,Spanish,Different origin,English,102.34,1
West Indies,Spanish,Different origin,French,19.96,1
West Indies,Spanish,Different origin,Italian,20.3,1
West Indies,Spanish,Different origin,Other,20.3,1
West Indies,Spanish,Different origin,Spanish,326.36,12
West Indies,Spanish,Same heritage,English,20.17,1
West Indies,Spanish,Same heritage,Spanish,889.34,44
Yugoslavia,Czech,3rd+ gen American,English/Not Reported,382.52,15
Yugoslavia,Czech,Different origin,Czech,365.57,14
Yugoslavia,Czech,Different origin,Latvian,19.91,1
Yugoslavia,Czech,Different origin,Lithuanian,39.85,2
Yugoslavia,Czech,Same heritage,Czech,727.28,36
Yugoslavia,Czech,Same heritage,German,40.16,2
Yugoslavia,Czech,Same heritage,Serbian/Croatian,40.39,2
Yugoslavia,Czech,Same heritage,Slovak,19.7,1
Yugoslavia,Czech,Same heritage,Slovenian,19.94,1
Yugoslavia,German,3rd+ gen American,English/Not Reported,2005.38,91
Yugoslavia,German,Different origin,Czech,101.7,5
Yugoslavia,German,Different origin,Danish,19.96,1
Yugoslavia,German,Different origin,Dutch/Flemish,61.78,3
Yugoslavia,German,Different origin,English,60.300000000000004,3
Yugoslavia,German,Different origin,French,20.04,1
Yugoslavia,German,Different origin,German,3252.77,124
Yugoslavia,German,Different origin,Greek,20.3,1
Yugoslavia,German,Different origin,Italian,20.17,1
Yugoslavia,German,Different origin,Latvian,19.96,1
Yugoslavia,German,Different origin,Magyar,141.89,7
Yugoslavia,German,Different origin,Polish,97.89,1
Yugoslavia,German,Different origin,Romanian,20.01,1
Yugoslavia,German,Different origin,Russian,20.11,1
Yugoslavia,German,Different origin,Serbian/Croatian,20.3,1
Yugoslavia,German,Different origin,Slovak,80.67,4
Yugoslavia,German,Different origin,Slovenian,119.96000000000001,2
Yugoslavia,German,Different origin,Swedish,40.480000000000004,2
Yugoslavia,German,Same heritage,Czech,40.16,2
Yugoslavia,German,Same heritage,German,16221.64,630
Yugoslavia,German,Same heritage,Italian,19.81,1
Yugoslavia,German,Same heritage,Magyar,138.35,3
Yugoslavia,German,Same heritage,Serbian/Croatian,221.46,11
Yugoslavia,German,Same heritage,Slovenian,181.63,9
Yugoslavia,Latvian,3rd+ gen American,English/Not Reported,81.11,4
Yugoslavia,Latvian,Different origin,Czech,20.3,1
Yugoslavia,Latvian,Different origin,German,105.22,1
Yugoslavia,Latvian,Different origin,Greek,20.56,1
Yugoslavia,Latvian,Different origin,Latvian,120.75,6
Yugoslavia,Latvian,Different origin,Magyar,40.08,2
Yugoslavia,Latvian,Different origin,Serbian/Croatian,19.99,1
Yugoslavia,Latvian,Different origin,Slovak,39.96,2
Yugoslavia,Latvian,Same heritage,Latvian,805.64,40
Yugoslavia,Latvian,Same heritage,Other,19.79,1
Yugoslavia,Magyar,3rd+ gen American,English/Not Reported,203.44,10
Yugoslavia,Magyar,Different origin,Czech,19.96,1
Yugoslavia,Magyar,Different origin,English,20.56,1
Yugoslavia,Magyar,Different origin,German,241.95,8
Yugoslavia,Magyar,Different origin,Italian,120.50999999999999,2
Yugoslavia,Magyar,Different origin,Magyar,825.02,29
Yugoslavia,Magyar,Different origin,Russian,20.36,1
Yugoslavia,Magyar,Different origin,Ruthenian,19.85,1
Yugoslavia,Magyar,Different origin,Serbian/Croatian,19.99,1
Yugoslavia,Magyar,Different origin,Slovak,20.24,1
Yugoslavia,Magyar,Different origin,Yiddish/Hebrew,19.96,1
Yugoslavia,Magyar,Same heritage,German,138.35,3
Yugoslavia,Magyar,Same heritage,Magyar,4277.06,114
Yugoslavia,Magyar,Same heritage,Serbian/Croatian,137.94,3
Yugoslavia,Magyar,Same heritage,Slovak,123.46000000000001,2
Yugoslavia,Other,3rd+ gen American,English/Not Reported,40.08,2
Yugoslavia,Other,Different origin,Celtic/Gaelic,20.25,1
Yugoslavia,Other,Different origin,Other,145.48,3
Yugoslavia,Other,Different origin,Polish,19.94,1
Yugoslavia,Other,Different origin,Ruthenian,20.02,1
Yugoslavia,Other,Different origin,Spanish,19.2,1
Yugoslavia,Other,Different origin,Yiddish/Hebrew,19.96,1
Yugoslavia,Other,Same heritage,Latvian,19.79,1
Yugoslavia,Other,Same heritage,Other,3361.46,48
Yugoslavia,Other,Same heritage,Slovenian,104.89,1
Yugoslavia,Serbian/Croatian,3rd+ gen American,English/Not Reported,8108.36,347
Yugoslavia,Serbian/Croatian,Different origin,Czech,503.19,21
Yugoslavia,Serbian/Croatian,Different origin,English,120.5,6
Yugoslavia,Serbian/Croatian,Different origin,French,138.99,3
Yugoslavia,Serbian/Croatian,Different origin,German,1342.6200000000001,39
Yugoslavia,Serbian/Croatian,Different origin,Greek,140.45,3
Yugoslavia,Serbian/Croatian,Different origin,Italian,339.01,9
Yugoslavia,Serbian/Croatian,Different origin,Latvian,101.1,5
Yugoslavia,Serbian/Croatian,Different origin,Lithuanian,20.08,1
Yugoslavia,Serbian/Croatian,Different origin,Magyar,690.6800000000001,18
Yugoslavia,Serbian/Croatian,Different origin,Norwegian,145.69,3
Yugoslavia,Serbian/Croatian,Different origin,Other,40.489999999999995,2
Yugoslavia,Serbian/Croatian,Different origin,Polish,541.14,19
Yugoslavia,Serbian/Croatian,Different origin,Romanian,60.34,3
Yugoslavia,Serbian/Croatian,Different origin,Russian,260.46999999999997,9
Yugoslavia,Serbian/Croatian,Different origin,Ruthenian,40.15,2
Yugoslavia,Serbian/Croatian,Different origin,Serbian/Croatian,1436.3700000000001,36
Yugoslavia,Serbian/Croatian,Different origin,Slovak,683.42,30
Yugoslavia,Serbian/Croatian,Different origin,Slovenian,190.12,5
Yugoslavia,Serbian/Croatian,Different origin,Spanish,121.11,2
Yugoslavia,Serbian/Croatian,Different origin,Swedish,20.18,1
Yugoslavia,Serbian/Croatian,Different origin,Yiddish/Hebrew,40.22,2
Yugoslavia,Serbian/Croatian,Same heritage,Czech,40.39,2
Yugoslavia,Serbian/Croatian,Same heritage,Danish,20.51,1
Yugoslavia,Serbian/Croatian,Same heritage,German,221.46,11
Yugoslavia,Serbian/Croatian,Same heritage,Magyar,137.94,3
Yugoslavia,Serbian/Croatian,Same heritage,Russian,20.04,1
Yugoslavia,Serbian/Croatian,Same heritage,Serbian/Croatian,88512.7,2934
Yugoslavia,Serbian/Croatian,Same heritage,Slovak,262.03000000000003,5
Yugoslavia,Serbian/Croatian,Same heritage,Slovenian,657.72,21
Yugoslavia,Slovak,3rd+ gen American,English/Not Reported,1034.61,36
Yugoslavia,Slovak,Different origin,Czech,140.08,3
Yugoslavia,Slovak,Different origin,Danish,19.93,1
Yugoslavia,Slovak,Different origin,Dutch/Flemish,20.25,1
Yugoslavia,Slovak,Different origin,Finnish,20.05,1
Yugoslavia,Slovak,Different origin,German,262.67,5
Yugoslavia,Slovak,Different origin,Italian,40.25,2
Yugoslavia,Slovak,Different origin,Magyar,147.69,3
Yugoslavia,Slovak,Different origin,Norwegian,21.8,1
Yugoslavia,Slovak,Different origin,Polish,41.0,2
Yugoslavia,Slovak,Different origin,Romanian,20.45,1
Yugoslavia,Slovak,Different origin,Russian,229.51,3
Yugoslavia,Slovak,Different origin,Slovak,636.9,16
Yugoslavia,Slovak,Different origin,Spanish,20.62,1
Yugoslavia,Slovak,Same heritage,Czech,19.7,1
Yugoslavia,Slovak,Same heritage,Magyar,123.46000000000001,2
Yugoslavia,Slovak,Same heritage,Serbian/Croatian,262.03000000000003,5
Yugoslavia,Slovak,Same heritage,Slovak,12823.68,312
Yugoslavia,Slovak,Same heritage,Slovenian,40.8,2
Yugoslavia,Slovenian,3rd+ gen American,English/Not Reported,5661.53,232
Yugoslavia,Slovenian,Different origin,Albanian,20.56,1
Yugoslavia,Slovenian,Different origin,Czech,40.019999999999996,2
Yugoslavia,Slovenian,Different origin,Danish,19.93,1
Yugoslavia,Slovenian,Different origin,Dutch/Flemish,96.98,1
Yugoslavia,Slovenian,Different origin,English,60.9,3
Yugoslavia,Slovenian,Different origin,French,19.9,1
Yugoslavia,Slovenian,Different origin,German,935.72,31
Yugoslavia,Slovenian,Different origin,Greek,20.08,1
Yugoslavia,Slovenian,Different origin,Italian,340.83,17
Yugoslavia,Slovenian,Different origin,Magyar,425.75,9
Yugoslavia,Slovenian,Different origin,Norwegian,19.52,1
Yugoslavia,Slovenian,Different origin,Polish,242.1,12
Yugoslavia,Slovenian,Different origin,Romanian,19.96,1
Yugoslavia,Slovenian,Different origin,Russian,20.41,1
Yugoslavia,Slovenian,Different origin,Serbian/Croatian,20.18,1
Yugoslavia,Slovenian,Different origin,Slovak,322.2,12
Yugoslavia,Slovenian,Different origin,Slovenian,1201.2,51
Yugoslavia,Slovenian,Same heritage,Czech,19.94,1
Yugoslavia,Slovenian,Same heritage,German,181.63,9
Yugoslavia,Slovenian,Same heritage,Italian,20.24,1
Yugoslavia,Slovenian,Same heritage,Other,104.89,1
Yugoslavia,Slovenian,Same heritage,Russian,20.36,1
Yugoslavia,Slovenian,Same heritage,Serbian/Croatian,657.72,21
Yugoslavia,Slovenian,Same heritage,Slovak,40.8,2
Yugoslavia,Slovenian,Same heritage,Slovenian,56261.9,1980
